label,alpha,beta
0,0.258,0.238
0,0.088,0.44
0,0.326,0.172
0,0.314,0.058
1,0.78,0.996
0,0.11,0.656
0,0.06,0.794
1,0.524,0.518
0,0.132,0.526
1,0.548,0.43
0,0.028,0.18
1,0.492,0.108
0,0.266,0.088
0,0.214,0.86
1,0.966,0.12
0,0.164,0.618
1,0.552,0.554
1,0.542,0.354
1,0.646,0.05
0,0.332,0.662
0,0.046,0.932
0,0.026,0.47
0,0.11,0.084
0,0.1,0.488
0,0.092,0.6
0,0.33,0.084
1,0.482,0.57
0,0.208,0.808
1,0.586,0.896
0,0.03,0.864
0,0.46,0.97
0,0.41,0.582
1,0.52,0.258
0,0.094,0.528
0,0.06,0.326
0,0.122,0.874
0,0.416,0.464
1,0.468,0.148
1,0.636,0.892
0,0.1,0.846
0,0.086,0.758
1,0.754,0.912
0,0.032,0.752
0,0.38,0.81
0,0.204,0.77
0,0.084,0.49
1,0.542,0.86
0,0.08,0.22
0,0.284,0.016
0,0.172,0.226
0,0.16,0.59
0,0.4,0.37
0,0.084,0.558
0,0.306,0.016
0,0.088,0.092
0,0.284,0.24
0,0.258,0.95
0,0.394,0.25
0,0.154,0.864
0,0.25,0.08
1,0.486,0.084
0,0.196,0.912
0,0.14,0.59
0,0.37,0.476
0,0.008,0.872
0,0.23,0.144
1,0.558,0.69
0,0.082,0.09
1,0.518,0.76
0,0.08,0.56
0,0.012,0.19
1,0.524,0.41
0,0.374,0.75
1,0.518,0.432
1,0.52,0.258
0,0.42,0.494
0,0.408,0.118
0,0.084,0.544
1,0.486,0.898
0,0.03,0.434
1,0.498,0.424
0,0.3,0.218
0,0.148,0.888
0,0.27,0.518
0,0.422,0.864
0,0.212,0.546
0,0.09,0.516
1,0.906,0.172
0,0.182,0.356
1,0.578,0.302
1,0.964,0.344
0,0.342,0.928
1,0.952,0.984
0,0.118,0.806
0,0.05,0.72
0,0.278,0.092
1,0.538,0.284
0,0.37,0.814
1,0.518,0.074
0,0.038,0.6
1,0.988,0.942
1,0.522,0.52
0,0.342,0.688
1,0.552,0.884
1,0.49,0.212
0,0.018,0.264
0,0.5,0.908
1,0.568,0.602
1,0.674,0.874
1,0.55,0.452
0,0.426,0.914
0,0.264,0.662
1,0.518,0.038
0,0.03,0.892
1,0.492,0.63
0,0.272,0.936
0,0.072,0.624
0,0.044,0.848
1,0.532,0.182
0,0.286,0.164
0,0.392,0.236
0,0.08,0.728
0,0.186,0.994
0,0.28,0.204
1,0.6,0.662
0,0.22,0.166
1,0.894,0.012
0,0.166,0.014
0,0.096,0.672
0,0.344,0.45
1,0.446,0.026
0,0.1,0.886
1,0.588,0.81
0,0.266,0.862
0,0.392,0.43
0,0.028,0.488
0,0.394,0.124
0,0.146,0.504
0,0.28,0.022
1,0.55,0.692
0,0.334,0.124
1,0.858,0.872
0,0.274,0.354
1,0.49,0.542
0,0.008,0.778
0,0.006,0.396
0,0.05,0.484
0,0.14,0.52
1,0.922,0.222
0,0.302,0.444
0,0.028,0.774
0,0.026,0.588
0,0.124,0.556
0,0.134,0.954
0,0.11,0.93
0,0.156,0.892
1,0.516,0.634
1,0.486,0.606
1,0.726,0.912
1,0.942,0.014
1,0.48,0.45
0,0.15,0.082
0,0.25,0.94
0,0.124,0.574
0,0.07,0.274
1,0.554,0.068
1,0.89,0.95
0,0.176,0.046
0,0.174,0.534
1,0.792,0.08
0,0.086,0.828
0,0.228,0.58
0,0.002,0.364
0,0.104,0.31
0,0.214,0.124
0,0.246,0.838
0,0.08,0.822
1,0.968,0.586
0,0.11,0.314
1,0.63,0.84
1,0.634,0.946
0,0.076,0.642
1,0.536,0.648
0,0.298,0.15
0,0.286,0.974
0,0.056,0.724
1,0.646,0.928
0,0.406,0.958
1,0.558,0.882
0,0.09,0.312
0,0.046,0.3
0,0.152,0.524
1,0.928,0.994
0,0.388,0.926
0,0.098,0.446
0,0.238,0.192
1,0.92,0.984
0,0.434,0.038
1,0.532,0.262
1,0.468,0.384
0,0.43,0.912
0,0.254,0.304
0,0.04,0.05
0,0.268,0.348
0,0.168,0.706
0,0.234,0.86
0,0.306,0.142
1,0.524,0.562
1,0.946,0.606
0,0.124,0.224
0,0.214,0.672
0,0.248,0.514
1,0.504,0.812
0,0.266,0.212
0,0.112,0.378
1,0.492,0.556
0,0.014,0.636
0,0.318,0.546
0,0.17,0.666
1,0.562,0.464
0,0.308,0.34
0,0.04,0.544
0,0.334,0.544
0,0.162,0.868
0,0.228,0.754
0,0.356,0.352
1,0.462,0.47
0,0.256,0.606
1,0.574,0.598
0,0.286,0.564
0,0.23,0.652
0,0.334,0.502
0,0.23,0.63
0,0.386,0.372
0,0.268,0.21
0,0.11,0.478
1,0.536,0.62
1,0.992,0.06
0,0.104,0.732
0,0.006,0.272
0,0.192,0.396
0,0.09,0.29
0,0.098,0.4
1,0.536,0.072
0,0.016,0.304
0,0.404,0.138
0,0.162,0.536
0,0.226,0.99
0,0.182,0.566
0,0.384,0.822
1,0.564,0.992
0,0.086,0.346
0,0.07,0.426
0,0.31,0.914
0,0.18,0.478
0,0.1,0.386
0,0.254,0.306
0,0.14,0.26
0,0.312,0.11
0,0.066,0.93
1,1,0.116
0,0.196,0.68
0,0.184,0.674
0,0.094,0.504
0,0.38,0.482
1,0.968,0.002
0,0.316,0.768
0,0.476,0.592
0,0.174,0.502
0,0.184,0.938
0,0.17,0.864
1,0.596,0.252
0,0.346,0.556
0,0.136,0.636
0,0.312,0.09
0,0.282,0.328
0,0.144,0.802
0,0.324,0.602
0,0.478,0.772
0,0.298,0.994
0,0.004,0.66
0,0.076,0.46
0,0.086,0.32
1,0.554,0.044
0,0.036,0.994
1,0.632,0.946
0,0.08,0.382
0,0.042,0.252
0,0.012,0.192
0,0.106,0.302
0,0.214,0.398
1,0.546,0.886
0,0.138,0.828
1,0.476,0.106
0,0.212,0.53
0,0.26,0.626
1,0.936,0.962
0,0.098,0.818
0,0.076,0.234
1,0.748,0.936
0,0.308,0.38
0,0.042,0.462
0,0.072,0.558
1,0.704,0.938
0,0.444,0.838
0,0.348,0.216
0,0.164,0.216
1,0.662,0.97
0,0.428,0.978
1,0.498,0.276
0,0.032,0.59
1,0.504,0.552
1,0.586,0.95
0,0.036,0.144
0,0.418,0.938
0,0.218,0.812
1,0.574,0.946
0,0.232,0.66
1,0.548,0.678
0,0.166,0.264
0,0.376,0.838
0,0.396,0.882
0,0.256,0.454
0,0.2,0.978
1,0.98,0.9
0,0.148,0.714
0,0.202,0.382
1,0.542,0.856
0,0.282,0.866
0,0.336,0.6
0,0.32,0.468
0,0.368,0.574
0,0.258,0.524
0,0.156,0.596
1,0.556,0.49
0,0.1,0.252
1,0.586,0.064
0,0.382,0.106
1,0.788,0.978
0,0.136,0.788
0,0.088,0.392
0,0.248,0.094
1,0.938,0.966
0,0.32,0.028
0,0.38,0.588
1,0.556,0.384
1,0.552,0.2
1,0.568,0.302
0,0.02,0.49
1,0.454,0.026
0,0.106,0.598
1,0.746,0.93
0,0.274,0.782
0,0.118,0.346
0,0.406,0.894
0,0.428,0.922
1,0.634,0.036
1,0.888,0.87
0,0.102,0.578
0,0.168,0.95
0,0.278,0.928
0,0.214,0.074
1,0.804,0.846
0,0.404,0.442
0,0.418,0.746
0,0.338,0.544
0,0.124,0.38
0,0.076,0.866
1,0.516,0.276
1,0.544,0.482
0,0.48,0.892
1,0.586,0.212
1,0.596,0.524
0,0.196,0.818
0,0.22,0.658
1,0.53,0.646
1,0.518,0.022
0,0.222,0.322
0,0.266,0.212
0,0.016,0.236
0,0.102,0.696
0,0.41,0.97
1,0.652,0.892
0,0.05,0.78
0,0.364,0.198
0,0.058,0.078
1,0.554,0.556
0,0.334,0.152
0,0.276,0.256
0,0.428,0.878
0,0.16,0.6
0,0.392,0.314
0,0.268,0.888
1,0.586,0.168
0,0.36,0.82
1,0.512,0.856
1,0.894,0.168
0,0.194,0.348
1,0.548,0.072
0,0.084,0.508
1,0.5,0.312
0,0.054,0.85
0,0.374,0.66
0,0.148,0.708
0,0.274,0.526
1,0.846,0.868
1,0.986,0.94
1,0.522,0.452
0,0.272,0.63
0,0.02,0.512
0,0.366,0.874
1,0.516,0.362
0,0.042,0.848
0,0.16,0.586
0,0.25,0.918
0,0.27,0.54
0,0.146,0.088
0,0.36,0.536
1,0.518,0.874
0,0.068,0.388
1,0.56,0.974
1,0.54,0.694
0,0.2,0.942
0,0.022,0.982
1,0.552,0.768
0,0.034,0.114
1,0.57,0.326
0,0.136,0.482
0,0.158,0.928
1,0.534,0.414
0,0.032,0.876
0,0.332,0.692
1,0.538,0.188
1,0.926,0.066
1,0.77,0.884
0,0.074,0.496
0,0.232,0.504
0,0.044,0.42
0,0.12,0.636
1,0.966,0.69
0,0.056,0.466
0,0.326,0.424
0,0.236,0.612
0,0.26,0.06
1,0.684,0.978
0,0.304,0.042
0,0.26,0.148
0,0.36,0.62
1,0.536,0.206
0,0.16,0.554
1,0.854,0.872
0,0.12,0.032
1,0.556,0.63
0,0.434,0.808
1,0.416,0.544
0,0.108,0.058
1,0.646,0.93
1,0.496,0.538
0,0.006,0.942
0,0.118,0.566
1,0.402,0.1
0,0.086,0.522
0,0.078,0.646
0,0.02,0.028
0,0.32,0.072
0,0.1,0.716
0,0.076,0.058
0,0.222,0.132
1,0.47,0.602
1,0.652,0.038
1,0.52,0.198
0,0.254,0.654
0,0.352,0.856
0,0.2,0.946
0,0.214,0.504
0,0.058,0.062
0,0.38,0.712
0,0.306,0.744
1,0.518,0.53
0,0.372,0.736
0,0.382,0.416
1,0.46,0.048
0,0.228,0.19
1,0.47,0.752
1,0.578,0.742
0,0.178,0.966
0,0.326,0.77
1,0.52,0.984
1,0.468,0.796
0,0.448,0.384
0,0.326,0.094
0,0.144,0.116
1,0.57,0.06
0,0.1,0.39
0,0.16,0.134
0,0.242,0.118
1,0.454,0.094
1,0.552,0.224
1,0.56,0.268
0,0.28,0.252
0,0.238,0.892
0,0.048,0.372
1,0.56,0.03
1,0.976,0.256
0,0.026,0.224
1,0.462,0.568
0,0.214,0.046
0,0.098,0.626
0,0.128,0.51
1,0.572,0.318
0,0.384,0.112
0,0.334,0.402
0,0.038,0.688
1,0.584,0.942
0,0.25,0.334
1,0.536,0.878
0,0.234,0.492
1,0.574,0.956
