label,alpha,beta
0,0.914,0.398
1,0.632,0.61
0,0.348,0.448
1,0.692,0.516
1,0.556,0.672
1,0.71,0.418
1,0.064,0.254
1,0.122,0.588
0,0.406,0.456
1,0.562,0.664
0,0.44,0.384
0,0.448,0.24
1,0.68,0.512
1,0.248,0.694
1,0.162,0.656
1,0.102,0.588
1,0.504,0.692
0,0.43,0.308
1,0.186,0.59
1,0.598,0.568
0,0.582,0.204
0,0.828,0.346
1,0.332,0.71
0,0.592,0.196
0,0.718,0.188
0,0.418,0.344
1,0.094,0.424
1,0.142,0.576
1,0.374,0.736
0,0.44,0.402
1,0.678,0.428
0,0.888,0.354
0,0.412,0.474
0,0.404,0.446
1,0.662,0.5
0,0.698,0.216
1,0.248,0.728
0,0.42,0.346
0,0.764,0.262
1,0.684,0.544
0,0.808,0.232
1,0.104,0.576
0,0.48,0.254
0,0.474,0.272
1,0.084,0.514
1,0.122,0.412
1,0.312,0.736
0,0.48,0.278
1,0.108,0.262
1,0.706,0.542
0,0.858,0.49
1,0.12,0.366
0,0.528,0.204
1,0.216,0.666
1,0.424,0.706
0,0.404,0.378
0,0.52,0.262
0,0.414,0.346
1,0.098,0.526
1,0.044,0.334
0,0.764,0.282
0,0.84,0.444
0,0.642,0.222
0,0.574,0.194
0,0.604,0.166
1,0.118,0.502
1,0.106,0.592
1,0.66,0.568
1,0.662,0.542
1,0.056,0.456
1,0.648,0.498
1,0.384,0.738
0,0.874,0.402
1,0.07,0.6
0,0.9,0.504
1,0.106,0.45
0,0.554,0.184
1,0.568,0.666
0,0.706,0.224
0,0.402,0.342
0,0.466,0.274
1,0.52,0.696
0,0.374,0.508
1,0.714,0.422
0,0.464,0.308
0,0.884,0.416
0,0.5,0.216
1,0.112,0.348
0,0.926,0.506
0,0.602,0.2
0,0.784,0.236
1,0.706,0.412
1,0.076,0.358
0,0.69,0.18
0,0.458,0.288
0,0.364,0.504
1,0.118,0.526
1,0.586,0.674
0,0.458,0.3
1,0.644,0.578
1,0.22,0.7
0,0.906,0.464
1,0.548,0.678
0,0.904,0.496
0,0.842,0.41
1,0.614,0.666
1,0.508,0.718
1,0.114,0.28
0,0.922,0.39
1,0.066,0.376
0,0.884,0.436
1,0.128,0.578
1,0.106,0.43
0,0.44,0.234
1,0.614,0.62
0,0.436,0.382
1,0.174,0.648
0,0.654,0.192
1,0.59,0.65
1,0.066,0.362
0,0.69,0.21
1,0.122,0.536
1,0.68,0.504
0,0.918,0.496
1,0.62,0.572
0,0.5,0.258
0,0.402,0.36
1,0.094,0.398
0,0.542,0.216
0,0.794,0.392
0,0.406,0.41
0,0.924,0.446
1,0.39,0.738
1,0.17,0.638
1,0.692,0.434
1,0.51,0.686
0,0.796,0.356
1,0.074,0.304
0,0.45,0.362
0,0.38,0.478
1,0.534,0.712
1,0.67,0.526
1,0.116,0.41
0,0.47,0.312
1,0.61,0.642
1,0.672,0.45
1,0.224,0.712
0,0.42,0.286
0,0.436,0.3
1,0.216,0.696
0,0.408,0.5
1,0.716,0.39
0,0.406,0.388
0,0.904,0.526
1,0.278,0.724
1,0.168,0.632
0,0.642,0.208
1,0.72,0.44
1,0.086,0.562
0,0.81,0.284
1,0.134,0.612
1,0.194,0.642
1,0.076,0.304
0,0.85,0.504
1,0.078,0.33
1,0.684,0.508
0,0.664,0.22
1,0.07,0.43
1,0.08,0.412
0,0.802,0.286
1,0.262,0.7
1,0.096,0.296
1,0.166,0.648
1,0.66,0.542
1,0.296,0.698
1,0.07,0.5
0,0.614,0.244
1,0.276,0.694
1,0.656,0.41
1,0.192,0.65
0,0.864,0.388
0,0.378,0.476
0,0.534,0.232
0,0.46,0.222
0,0.522,0.256
1,0.698,0.44
0,0.86,0.366
1,0.252,0.68
0,0.732,0.228
0,0.546,0.216
1,0.696,0.496
1,0.618,0.604
0,0.676,0.186
0,0.38,0.45
1,0.226,0.666
1,0.178,0.682
0,0.414,0.46
0,0.41,0.394
0,0.466,0.27
0,0.418,0.322
1,0.432,0.704
1,0.104,0.406
0,0.84,0.316
0,0.63,0.21
0,0.866,0.334
1,0.662,0.516
0,0.794,0.312
0,0.55,0.234
0,0.678,0.238
0,0.788,0.338
0,0.926,0.494
0,0.356,0.52
0,0.408,0.42
1,0.082,0.448
1,0.662,0.462
1,0.292,0.688
1,0.538,0.656
1,0.086,0.422
1,0.378,0.714
1,0.608,0.63
0,0.782,0.366
0,0.446,0.348
0,0.65,0.188
0,0.718,0.222
0,0.888,0.47
1,0.636,0.62
1,0.096,0.63
0,0.446,0.308
0,0.39,0.324
1,0.634,0.612
1,0.116,0.516
0,0.426,0.226
1,0.094,0.522
1,0.648,0.628
1,0.634,0.628
0,0.624,0.192
1,0.652,0.542
0,0.422,0.314
1,0.196,0.622
1,0.222,0.66
0,0.908,0.402
1,0.12,0.45
0,0.786,0.224
0,0.872,0.456
0,0.878,0.418
1,0.656,0.458
1,0.234,0.712
0,0.888,0.398
0,0.87,0.382
1,0.126,0.446
0,0.812,0.33
1,0.072,0.286
1,0.268,0.708
1,0.276,0.678
1,0.026,0.268
1,0.652,0.604
0,0.456,0.27
1,0.688,0.416
0,0.7,0.216
0,0.846,0.3
0,0.934,0.536
1,0.66,0.53
0,0.458,0.312
1,0.576,0.674
0,0.864,0.464
1,0.624,0.622
1,0.246,0.65
1,0.672,0.542
0,0.454,0.268
0,0.682,0.244
1,0.212,0.698
0,0.884,0.464
0,0.476,0.23
0,0.552,0.168
0,0.912,0.514
0,0.402,0.33
1,0.542,0.694
0,0.534,0.236
1,0.66,0.468
0,0.862,0.452
1,0.252,0.704
0,0.462,0.358
1,0.242,0.702
0,0.84,0.308
0,0.828,0.352
0,0.496,0.218
0,0.63,0.192
0,0.858,0.38
1,0.698,0.458
0,0.48,0.232
0,0.502,0.202
1,0.112,0.454
1,0.702,0.404
1,0.692,0.492
0,0.508,0.228
1,0.114,0.574
0,0.426,0.386
0,0.472,0.262
1,0.698,0.486
1,0.578,0.632
1,0.216,0.69
0,0.686,0.19
0,0.518,0.206
0,0.378,0.372
1,0.718,0.498
0,0.436,0.512
1,0.644,0.514
1,0.662,0.582
1,0.656,0.512
1,0.216,0.678
0,0.478,0.266
1,0.656,0.59
0,0.908,0.362
1,0.106,0.428
0,0.84,0.302
0,0.444,0.294
1,0.388,0.742
0,0.456,0.308
0,0.388,0.392
1,0.648,0.576
0,0.678,0.254
0,0.526,0.252
0,0.476,0.278
0,0.66,0.21
0,0.426,0.28
1,0.692,0.514
0,0.416,0.42
1,0.066,0.372
0,0.88,0.39
1,0.074,0.37
1,0.35,0.716
0,0.386,0.472
1,0.126,0.42
0,0.476,0.26
1,0.078,0.348
1,0.15,0.542
0,0.58,0.212
0,0.45,0.456
1,0.04,0.408
0,0.926,0.5
0,0.88,0.458
0,0.822,0.36
0,0.836,0.348
1,0.048,0.28
1,0.16,0.598
1,0.13,0.38
1,0.096,0.512
0,0.412,0.334
1,0.172,0.608
0,0.888,0.476
1,0.59,0.68
1,0.544,0.718
1,0.318,0.75
0,0.468,0.24
1,0.086,0.386
1,0.116,0.586
0,0.67,0.188
1,0.714,0.458
1,0.652,0.496
0,0.8,0.26
0,0.406,0.408
1,0.124,0.536
1,0.11,0.598
0,0.58,0.166
1,0.264,0.74
1,0.19,0.694
0,0.804,0.3
0,0.886,0.404
0,0.748,0.232
1,0.064,0.288
0,0.888,0.454
0,0.402,0.382
1,0.074,0.444
0,0.432,0.278
0,0.444,0.328
0,0.858,0.358
0,0.79,0.268
0,0.538,0.248
1,0.102,0.392
1,0.052,0.31
0,0.902,0.38
1,0.224,0.718
1,0.548,0.65
0,0.86,0.422
1,0.276,0.734
1,0.686,0.54
1,0.308,0.71
1,0.608,0.626
0,0.398,0.494
0,0.436,0.368
0,0.67,0.176
0,0.924,0.474
0,0.406,0.45
1,0.278,0.69
1,0.554,0.702
0,0.828,0.322
0,0.692,0.214
1,0.136,0.436
1,0.244,0.71
0,0.448,0.35
1,0.086,0.404
0,0.836,0.414
1,0.694,0.45
1,0.6,0.664
0,0.386,0.49
1,0.108,0.482
0,0.852,0.328
0,0.362,0.552
1,0.61,0.632
