target,kmeans,pca_x,pca_y,tsne_x,tsne_y
1,0,0.15811335,-0.18541683,-49.00431824,12.7500124
0,0,-0.12919155,-0.01125466,-1.72832489,8.71840286
0,0,-0.03822096,-0.08927742,-20.22661209,18.55769157
1,1,0.58835249,-0.2014936,-21.15509415,44.96826935
0,0,-0.18931085,-0.01145465,35.21619034,12.17680931
0,0,-0.10925442,-0.0268285,-14.91430569,-48.12688065
0,0,-0.22853278,0.0488945,50.72926712,-23.77889061
0,0,-0.09362231,-0.02268085,-11.75641632,-52.39966202
0,0,-0.15753298,-0.0024381,8.13793468,-0.83088088
0,0,-0.11481243,0.00555865,-32.28104782,-48.57052994
0,0,-0.1580881,0.00890794,11.75602818,-30.780159
1,0,-0.02405551,-0.10422275,-19.19418144,10.32336044
1,0,0.03635758,-0.10533364,-44.7048111,-2.90696764
1,0,0.22049152,-0.26532908,-41.03788757,13.34659767
1,0,-0.02984147,-0.0691246,33.48169327,11.07730961
1,1,0.47453789,-0.07614585,30.55480766,43.1201973
0,0,-0.13273925,-0.00814049,-7.54435253,-20.10769653
1,0,0.11304854,-0.08918475,5.76527405,45.62998962
0,0,-0.11234834,-0.0566131,-1.27007473,-25.84460068
1,1,0.43177849,-0.16750241,-34.25151825,43.07110977
0,0,-0.12002412,0.05167817,17.37573814,-33.42046356
0,0,-0.07384217,0.03598652,-24.40447998,-37.68094254
0,0,-0.16768496,-0.01879299,-3.11952114,-19.755867
1,0,-0.08992179,0.00738909,-12.83707619,-5.98579645
1,0,0.18937256,-0.22736959,-36.63609314,15.3347826
0,0,-0.14400872,-0.00388046,19.23502159,-10.7057476
0,0,-0.13301648,-0.02639627,-0.32285297,17.28874016
0,0,-0.33007717,0.0810627,44.33953857,-27.56903076
0,0,-0.15353384,0.03501202,20.03387642,-29.76367378
0,0,-0.19807139,0.01330632,17.48245049,-47.52127075
0,0,-0.29158724,0.04586632,38.30070877,-21.13298798
0,0,-0.08411289,0.04269547,0.41045225,-21.45986557
1,0,-0.07726584,-0.05003593,32.10377502,11.8231039
0,0,-0.22685536,0.04960859,41.5188446,-29.61648369
0,0,-0.08704621,-0.0071514,-31.74574661,-31.73482513
1,0,-0.06123363,-0.00689495,34.78108215,2.68485093
0,0,-0.07965008,-0.02957323,-30.81296921,-20.75020599
0,0,-0.10804163,-0.03674941,-26.54443932,-52.64373016
1,0,-0.02888365,-0.08269596,-24.84287071,13.46449852
0,0,-0.24925912,0.14213495,44.81709671,-27.24931717
0,0,-0.16444333,0.0047786,-12.14510918,-46.29227066
1,0,0.20930018,-0.10328746,-27.58010864,34.65703201
0,0,-0.1162755,0.02655057,33.52329636,-36.46028137
0,0,-0.25824605,0.04488879,17.58205986,-42.95456314
1,0,0.03529251,-0.13172041,-34.7872467,5.0571022
1,0,0.05841463,-0.15024174,-62.25930405,7.71758842
0,0,-0.10035834,0.02300608,13.71462345,20.86827278
0,0,-0.11623108,0.01651773,-16.63273811,-24.88746834
0,0,-0.17986225,0.00922918,37.79689026,21.11981201
1,0,-0.0823087,-0.0376957,1.78216994,7.54431581
0,0,-0.14444379,-0.01640386,-3.43082666,-31.36522675
0,0,-0.11340852,-0.00998851,-16.96309662,-24.81086731
1,0,-0.06473318,-0.05939754,32.18450546,10.66356373
1,0,0.20566787,-0.22827372,-52.06926346,8.40572071
1,0,0.17940527,-0.25118761,-59.88282013,7.51105404
1,0,0.06551094,-0.14583257,-38.00260925,18.05677032
1,1,0.58194662,-0.24537383,-26.54668045,52.09340286
1,0,0.06089495,0.00275148,13.03767967,42.60580444
0,0,-0.16083636,0.05395691,30.11829948,-37.36536789
1,0,-0.06291738,-0.04235786,35.56955338,12.95141602
0,0,-0.08114417,-0.03552168,-20.64940643,-14.157938
1,0,0.00964137,-0.09420643,3.53000045,27.01904106
0,0,-0.1487271,-0.01004042,5.80030251,10.12458706
0,0,-0.13808073,0.03266593,20.86445999,-29.47975159
1,0,-0.06334026,-0.02034211,-11.67595673,14.56120872
0,0,-0.2018697,0.06070172,36.04076004,-26.30891037
0,0,-0.10439637,0.00651387,-10.97671318,-10.71761131
0,0,-0.13092064,0.00087128,36.55643845,9.41536331
0,0,-0.10772457,0.01830342,-2.23866534,-6.8702898
1,0,-0.04753142,0.01460121,-15.57657909,1.36180401
1,0,-0.03905282,-0.01860023,-7.2011342,14.45204163
1,0,-0.0376033,-0.01510478,-4.87985277,13.3114357
0,0,-0.13985142,-0.00357216,9.67598534,1.30472183
1,0,0.12140599,-0.17564976,-61.9902153,7.85589218
0,0,-0.15799366,0.05884561,39.67028427,-50.40666962
1,1,0.32779163,0.81093826,17.71237755,81.11603546
1,1,0.35020686,0.86243985,14.14407253,76.89380646
1,0,-0.06018992,-0.04685098,-15.16021729,2.15833426
0,0,-0.25789111,0.06044954,34.45797348,-24.79469681
1,0,0.19711901,-0.29645831,-39.26535416,15.44998837
0,0,-0.07325171,-0.03657784,6.35756826,4.57554531
0,0,-0.15534872,0.02164719,6.54379225,-33.87030411
1,1,0.23824135,0.48028981,8.53530598,81.57489777
1,0,-0.07653558,0.01592628,-4.91659498,-3.35366035
0,0,-0.15987399,0.026352,41.16405106,-53.68034744
0,0,-0.20624501,0.04000594,36.1274147,-25.42500687
0,0,-0.32589439,0.07241959,38.64026642,-26.58116341
0,0,-0.14885529,-0.00497673,11.08969021,-15.79729843
0,0,-0.12174361,-0.0731063,-26.90781784,-47.80088806
0,0,-0.30289937,0.04625065,30.66153526,-27.01706123
0,0,-0.11764176,-0.04706159,-32.50242996,-49.13342285
1,0,0.12583194,-0.13594853,-31.1689682,26.7433548
1,1,0.63705577,-0.18616378,-19.32149124,45.99106216
1,0,0.10828158,-0.14738513,-55.10780716,-7.77557182
1,0,0.13346629,-0.1799076,-51.03259659,11.62963867
1,0,0.08661888,-0.19120985,-58.46920395,-0.49279082
1,0,0.04658031,-0.0080508,18.18686104,0.39946774
1,0,0.0735101,-0.19261379,-53.79439163,2.69620848
0,0,-0.15466887,0.00942952,38.2984848,8.13015842
1,1,0.3543231,0.85652577,13.39651585,76.62281799
1,0,0.08779795,-0.19623298,-58.03330231,0.27694207
0,0,-0.113272,0.01113835,-28.17297554,-55.57769012
1,0,-0.10273763,-0.01312914,36.71722031,11.28635788
0,0,-0.13937879,-0.00915779,10.22664642,-7.18867636
0,0,-0.14282093,-0.05106727,-32.45144272,-44.78666306
1,0,-0.05354143,-0.02507524,30.35703468,7.32774258
1,1,0.6223306,-0.21611372,-27.28428841,49.34573364
0,0,-0.09322353,0.02600262,-26.90547562,-29.79157639
1,0,-0.03337747,-0.01519855,-6.87046432,14.91183186
0,0,-0.12138483,-0.02036489,-1.72714555,6.97674704
1,0,-0.06281627,0.02793952,27.25930214,21.99773598
0,0,-0.1180652,-0.00911547,-4.14391756,-46.53975296
0,0,-0.15701954,0.00362897,13.74092484,-14.47374439
1,1,0.46874929,-0.08511009,28.55101967,42.55632019
1,1,0.32441245,0.8331589,6.06463861,69.64221954
1,0,-0.08498731,0.00929955,24.75851631,12.74525452
0,0,-0.12401892,-0.01119411,-16.79093933,-22.81412506
1,1,0.57385775,-0.14992334,-36.0509491,47.57516479
1,0,0.15777895,-0.09872802,13.3438282,42.96778488
1,0,0.04180311,-0.09729986,-35.01105881,22.35637856
1,1,0.57174177,-0.17845494,-24.40441704,44.19419098
0,0,-0.16589886,0.02446072,6.15947866,-29.73726273
1,0,0.15405435,-0.10480658,-24.26870346,40.09538269
0,0,-0.11516904,-0.02650613,-34.68315887,-46.4630394
0,0,-0.18123596,0.05649028,42.00058746,-52.16648865
1,0,0.06114009,0.41544002,41.47922897,20.17700958
1,0,-0.04314211,-0.05912639,-6.67000818,-8.64149189
0,0,-0.15233304,0.03415571,8.09623337,-28.63534355
1,0,-0.0302589,-0.05656269,5.05974197,12.04824448
0,0,-0.20581916,0.03533956,19.84749603,-28.76136971
0,0,-0.05759344,-0.00660192,-20.50942612,19.84043312
1,1,0.50398321,-0.02512455,34.41679764,49.92390442
0,0,-0.10084652,-0.01010423,-25.28465271,-26.49209785
0,0,-0.10388964,5.113e-05,-28.8136425,-41.99962616
1,0,-0.08965053,-0.03157223,5.1583004,13.62718201
1,1,0.46898493,-0.08657367,29.73882294,41.45259857
1,1,0.31210211,0.81579232,5.91408157,67.9132843
1,1,0.49792637,-0.01827739,33.70002365,50.50283813
0,0,-0.15266933,0.03983003,21.8796711,-31.46736526
1,0,-0.07210737,-0.03700723,4.38959026,28.32949448
0,0,-0.08308086,0.01262969,-27.63396835,-30.70926476
0,0,-0.09891132,-0.00820754,-9.88097382,-40.13816833
1,0,-0.03968009,-0.04773169,20.08490944,3.12380528
0,0,-0.12220744,0.03331303,16.76867676,-6.80321264
0,0,-0.10009781,-0.00590708,30.84903145,18.70878601
0,0,-0.14653686,0.0343167,47.09105682,-22.71023369
0,0,-0.17566425,0.03212384,21.10037422,-30.72942543
1,0,-0.05535014,-0.05976092,-18.43138313,9.20547867
0,0,-0.18004846,0.00340879,-17.2820015,-27.65123749
1,1,0.19263153,0.10045704,5.71251726,77.46266937
1,0,-0.03852292,-0.05971961,31.09600067,16.61361694
0,0,-0.17777093,-0.01615536,11.88523293,-11.83732128
1,0,0.11837859,-0.0537759,11.03087044,49.39690781
0,0,-0.27657442,0.03252203,40.20550919,-23.0121994
0,0,-0.16457474,0.01798389,6.40770388,-16.5321579
0,0,-0.25578079,0.05991513,30.72524452,-21.7183857
1,0,0.12839561,-0.187056,-44.73560715,-3.16167617
0,0,-0.27671444,0.07796363,41.04460907,-24.85710144
0,0,-0.12856081,0.00588416,0.66640574,-24.73410797
0,0,-0.12102165,-0.04202664,-18.397686,-14.71396065
1,1,0.48695281,-0.05779615,30.98902512,44.9582634
0,0,-0.2427495,0.03843951,37.47595596,-16.64715576
0,0,-0.12007597,-0.0032775,-1.09357762,24.44115448
1,1,0.32076957,0.52136234,7.65208006,77.80552673
1,1,0.58888352,-0.10410186,-20.7854023,41.52607346
0,0,-0.1336497,-0.01302996,-12.24451923,2.94174361
0,0,-0.08073248,-0.04159486,8.64582062,14.67599487
1,1,0.49588065,-0.15625246,-35.47109985,50.14773941
1,1,0.4745849,-0.07630609,30.48920059,43.38653183
0,0,-0.09602623,-0.07518981,-16.26709938,-28.66207886
0,0,-0.16376999,0.02825192,-2.54461026,8.90743637
1,0,-0.00995862,-0.04662556,-24.99087715,26.74882889
1,1,0.61964014,-0.2152441,-21.03900909,48.42911148
0,0,-0.11109322,0.01086352,-14.602314,-22.78327179
0,0,-0.21090734,0.04506862,42.53739166,-52.6244545
0,0,-0.15539101,0.05175707,18.49223709,-47.56425095
0,0,-0.14239529,-0.0330957,-18.63875198,-14.44199085
0,0,-0.14153722,-0.00540416,-22.13171959,-40.39941406
0,0,-0.13616487,-0.02288744,-2.76965094,-14.85511589
0,0,-0.14048459,0.04493666,50.94616699,-33.73071289
0,0,-0.09327508,-0.00436952,-13.50098705,-35.16128159
1,0,0.15901661,-0.08524724,12.28956985,48.26383591
0,0,-0.1258809,0.01737336,40.0560112,1.43211293
0,0,-0.1659017,0.0077709,26.12568665,-5.63583422
1,0,-0.03081119,-0.04572509,42.34144974,8.74821472
0,0,-0.27110682,0.07827025,40.95776749,-31.97393417
0,0,-0.12657723,-0.00427081,1.26393497,-25.31767464
0,0,-0.12140602,0.01348962,-27.91495514,-55.61772537
0,0,-0.21317904,0.02751811,18.9038353,-44.73678207
0,0,-0.14820435,-0.00547122,18.66306114,13.39301205
0,0,-0.11927711,0.00321967,-10.88818359,-10.88636017
0,0,-0.18930763,0.00740169,12.76140022,-15.89788628
1,0,0.08301996,-0.13606773,-37.58929825,13.62923908
0,0,-0.10289112,0.00988469,-1.17129469,19.40620041
1,0,-0.04183227,-0.04028667,38.56032944,14.38517952
1,0,-0.0853514,-0.02288383,-4.92807102,3.62923455
0,0,-0.12037056,0.00472148,-10.10960007,-26.46320534
0,0,-0.16466804,0.03517801,20.31553841,-40.24160385
0,0,-0.1095803,-0.00760447,-31.19006538,-43.78276443
0,0,-0.09104996,-0.03264917,-34.92902374,-48.30437469
1,0,0.01345676,-0.07520034,18.53408051,2.61436081
1,0,-0.03541721,0.01477695,4.10571909,31.34921074
0,0,-0.1740754,0.00963007,4.81965733,-42.25518417
0,0,-0.11472264,-0.00409337,-36.77914047,-43.30795288
0,0,-0.23454669,0.05249167,32.64272308,-27.21098518
1,0,0.1282551,-0.1592803,-56.06199646,13.31573391
1,0,-0.03840391,-0.0289214,-16.29055405,26.21226501
0,0,-0.14106507,0.04513497,50.94615936,-33.73328781
1,0,-0.00447575,-0.09103877,13.75078964,15.45902252
0,0,-0.14129993,-0.0131722,4.94361401,2.49036837
1,0,0.21602555,-0.07666357,9.82002926,47.25822067
0,0,-0.1286507,-0.0597598,-19.4372139,-42.59820557
0,0,-0.15397582,0.00929745,10.12265968,0.72729385
0,0,-0.20120644,0.02797007,40.52124023,-18.63593483
0,0,-0.04950769,0.25917112,41.47307968,19.39709663
0,0,-0.13190991,-0.03915049,-20.83550262,-48.66060257
0,0,-0.25478798,0.05470063,22.1775074,-33.01003265
0,0,-0.09155312,0.01202651,-9.55359173,-50.24746323
0,0,-0.17737214,0.00168872,-4.5831542,-29.13526726
0,0,-0.12319782,-0.00119549,-18.17660141,-55.01877975
1,0,0.21149501,-0.22392727,-30.46427345,27.76496506
0,0,-0.12119265,0.01222731,-28.0428772,-56.21382141
0,0,-0.13490685,0.01316282,12.71952057,-33.19351196
0,0,-0.18109917,0.06827288,23.52069855,-20.44356155
1,0,-0.01405083,-0.09471176,8.10001183,5.45096493
0,0,-0.17016694,0.05039324,39.7514534,-52.10307693
0,0,-0.14286018,0.01691458,11.48464584,-25.59369659
1,0,0.0206486,-0.11233515,31.48647308,9.07112885
0,0,-0.15362901,0.00943813,23.28577995,6.84986258
1,0,0.20378873,-0.18855282,-40.12239075,11.44817066
1,0,-0.02972137,-0.02761642,12.21900654,11.5196867
1,0,0.12519434,-0.19158447,-36.31275177,17.15581322
1,1,0.47109892,-0.06272298,-22.1076622,38.6042099
0,0,-0.25069026,0.06190965,45.48534393,-15.01397133
0,0,-0.04704828,0.03008716,-32.0423851,-26.61372948
0,0,-0.14369408,0.01631073,34.87606049,2.8890934
0,0,-0.13903185,0.03277769,20.42455292,-37.1097641
1,1,0.40039657,-0.08575649,-22.15295219,38.62852859
1,0,0.02176396,-0.0290483,17.55535507,-1.24575794
1,0,-0.11088489,-0.01214594,4.47215319,4.07455158
0,0,-0.11102361,-0.0632692,-9.10787296,-21.65888405
1,1,0.35484098,0.75793741,4.00838232,72.04582977
0,0,-0.12307379,-0.03923656,-18.14902306,1.9728682
1,0,-0.05478991,-0.05062286,7.26288414,4.55249691
0,0,-0.22167281,0.01795343,19.25452614,-45.66551971
1,0,-0.0756533,0.04836049,-19.0167923,-6.80523396
1,0,-0.0430814,-0.07083509,-15.48529148,7.3694129
0,0,-0.0820622,0.01500992,11.46511841,-25.60841179
0,0,-0.10917737,0.00314377,-22.47224808,-40.29866409
0,0,-0.27672337,0.05424613,34.35683441,-23.93981171
1,0,0.18356551,-0.26000544,-53.5892334,-0.48405656
1,1,0.3162074,0.82290482,5.93448877,68.88426971
0,0,-0.21714971,0.01969158,18.95923042,-46.72092438
0,0,-0.11072219,-0.05709631,-1.25178611,-25.8424263
0,0,-0.08899932,0.02199868,-9.32063675,-39.57562256
0,0,-0.15010376,0.02332085,7.04961872,-11.12962532
0,0,-0.10457214,0.00879024,10.66455078,-33.56335831
0,0,-0.15743527,-0.03680885,-21.21400261,-41.78608704
1,0,0.04341879,-0.0134976,13.5519228,42.08197784
0,0,-0.18043716,-0.00308485,8.69936657,-9.09113598
1,0,-0.06041715,-0.02895597,48.0186882,-9.34767532
1,1,0.62548312,-0.18448016,-21.73386192,45.84132004
0,0,-0.11092488,-0.00295581,-10.23466587,-12.95780945
1,0,-0.06748058,-0.05200125,-11.54088497,5.05708647
0,0,-0.12545301,-0.01133196,-9.61415386,-38.84283066
1,0,0.19717654,-0.22941655,-36.78674698,13.78026676
1,0,0.19770471,-0.21743871,-56.60869598,3.98599458
1,0,0.0759683,-0.13507834,-52.73852539,2.2108674
0,0,-0.09347628,0.00217829,-30.97525787,-49.93305588
0,0,-0.19110937,0.07016492,23.54075241,-20.42739105
0,0,-0.13290671,-0.0162277,-7.16542578,-28.52916145
0,0,-0.20011485,0.02024533,42.76942444,-48.74516678
1,0,0.00531766,-0.00096794,10.12469101,50.43248367
0,0,-0.24660167,0.04713573,38.46128464,-27.11234665
0,0,-0.12725871,-0.01040451,-4.42089891,-23.53245926
0,0,-0.08148548,0.03414911,-1.5799818,-6.85225582
1,1,0.58299716,-0.19515491,-18.37296295,42.65380096
0,0,-0.06527858,-0.00851759,-20.74554062,18.72257042
1,1,0.59221343,-0.18454936,-34.55202866,47.75354004
1,1,0.62119658,-0.26530188,-24.24174881,51.4549675
0,0,-0.10105678,0.01544137,5.76555157,30.75631714
0,0,-0.13917226,0.00342826,1.0392102,-19.84076881
1,0,0.20757099,-0.26390647,-53.79508591,4.98990774
0,0,-0.22455406,0.01614604,28.53489876,-4.65353727
0,0,-0.26538081,0.04860334,35.11923218,-22.41710091
1,1,0.59594973,-0.24897569,-23.39434052,51.64692688
1,0,0.11130039,-0.15757405,-50.76163483,15.73453617
0,0,-0.10540637,-0.00666671,-28.66391563,-31.39036751
0,0,-0.09486044,-0.02769769,-10.04341984,-22.3991909
0,0,-0.09399216,0.01033621,-32.70354843,-32.53190994
0,0,-0.11882199,-0.01223583,-20.12217903,17.22710609
0,0,-0.14682279,0.02483575,0.72375655,-23.81171227
1,1,0.3463986,0.84880276,15.93481159,75.73509216
0,0,-0.12556746,-0.05452294,-27.12918282,-49.38388062
0,0,-0.10794467,-0.01895019,-19.76866913,-45.12090683
0,0,-0.14650699,0.02998285,6.67523003,-3.75370598
1,1,0.51600967,-0.00185167,30.62970543,48.96412277
0,0,-0.12075101,-0.00757961,-7.77860689,-36.66624832
0,0,-0.14883832,-0.00177277,8.13157845,-28.44991112
1,0,-0.07645052,-0.01137744,-4.39150238,-3.48364758
1,0,-0.0213531,-0.07609867,3.07138109,28.39593697
0,0,-0.22434406,0.04107825,40.35706329,-34.36657715
1,1,0.34243948,0.85369525,9.58356094,70.36505127
0,0,-0.12469312,0.00913123,5.22425413,30.33749199
0,0,-0.10230367,-0.00692358,-35.50371552,-51.151474
0,0,-0.21185595,0.04344156,50.70114136,-23.84427643
0,0,-0.09877679,0.01753821,33.76176834,7.29545355
0,0,-0.13107619,-0.00520707,11.82275295,-19.5093956
1,0,-0.03191819,-0.06654089,-4.16150999,7.78272676
0,0,-0.15996399,0.01360958,39.98927307,14.71630287
0,0,-0.29429679,0.06335931,42.72774506,-27.67953682
1,0,0.17690245,-0.21137237,-54.98693848,3.75189424
1,0,-0.01386046,-0.04073286,-19.27228737,27.7061348
0,0,-0.13378404,-0.00428388,-13.2002697,-13.27908611
1,1,0.59746549,-0.25510412,-24.83379745,49.6176796
0,0,-0.1864973,0.03082254,47.22864151,-34.89460373
0,0,-0.29054145,0.11003465,44.56745529,-27.9626236
0,0,-0.19716467,0.01438696,5.68626738,-20.46683121
0,0,-0.1332237,0.02816381,36.98312759,-49.21520996
0,0,-0.12376436,0.00837753,-17.86407471,-42.9045372
0,0,-0.14330422,0.03536449,43.50912857,-32.45049667
0,0,-0.13578086,-0.01784698,-8.74661636,-15.88584995
0,0,-0.38008292,0.09521917,37.7297821,-22.36707687
1,1,0.56050979,-0.19987878,-30.21809196,48.49273682
1,0,0.09450593,-0.09621692,-16.67131424,23.26257706
0,0,-0.09778895,0.00787398,-15.42371082,-55.99000549
0,0,-0.10367306,-0.01263108,-16.59124374,-24.78461838
0,0,-0.34923472,0.09072797,37.1001358,-23.12727356
1,0,-0.03993376,-0.03711294,30.4250946,11.76553822
0,0,-0.15733444,0.0301363,-4.73073578,-36.64986038
0,0,-0.15283622,-0.01414946,-15.37159538,-44.92574692
1,0,-0.08960543,0.02788978,-0.95873576,18.7414341
0,0,-0.09810085,0.01072957,47.991539,-15.66533661
0,0,-0.10885899,-0.06371934,-24.53486061,-48.71354675
1,0,-0.00345435,-0.08907039,25.93016815,-2.94630671
1,0,-0.02700472,-0.07308305,9.62113571,7.08106279
1,1,0.35347747,0.834159,14.6477108,79.4018631
0,0,-0.13413195,-0.00469706,-12.86701679,-20.2498436
0,0,-0.332855,0.07388657,34.91064072,-24.16156006
0,0,-0.11513611,-0.00380498,-36.77909088,-43.30834961
0,0,-0.13196405,0.0447717,52.8639679,-27.87010574
0,0,-0.18098855,0.02649824,22.00717926,-39.53953552
0,0,-0.10593634,-0.00349149,-6.12499332,-18.83035851
1,0,0.02046508,0.00511752,9.21210003,49.61560822
1,1,0.6277297,-0.21286502,-30.04684639,47.70418167
0,0,-0.12002534,0.00410444,-21.13080788,-58.93022537
0,0,-0.1159135,0.01336882,-4.27462769,-46.44878006
1,0,-0.07553625,0.01070013,3.096627,15.86776638
1,0,0.11638164,-0.11841416,-62.24054718,8.75534058
1,1,0.48443369,-0.05715573,31.61649513,45.63004303
0,0,-0.14460422,-0.00421625,4.09596205,30.85064507
0,0,-0.1265844,-0.05311658,-25.51356697,-48.05535507
1,0,-0.01727224,-0.02377962,2.5299499,27.49563217
1,1,0.31995447,0.79760048,18.61716652,80.90721893
1,0,-0.05157018,-0.02905425,-3.39256263,10.78425312
1,0,-0.10025426,-0.02587808,-1.87025011,7.95751047
1,0,-0.06741663,-0.0621254,-18.8200016,9.11632633
0,0,-0.18703879,0.00850886,16.74173927,-46.32567596
1,0,-0.09863923,-0.00802721,7.99514151,-38.23303604
0,0,-0.20973736,-0.0012398,38.8389473,8.52284145
0,0,-0.1506737,-0.0007253,-3.72319293,-29.22063828
1,1,0.35351017,0.86424619,14.32461834,76.60639191
1,0,0.00345976,-0.08770801,5.60899258,24.65685463
1,1,0.59232212,-0.25607764,-25.06318283,46.56102371
1,0,-0.11813963,-0.00701504,37.76774979,12.27371597
