label,alpha,beta
1,0.248,0.59
1,0.262,0.522
1,0.642,0.652
1,0.446,0.244
1,0.424,0.71
0,0.462,0.512
1,0.314,0.356
1,0.66,0.658
0,0.564,0.44
0,0.484,0.554
1,0.428,0.744
1,0.672,0.68
0,0.544,0.48
0,0.486,0.51
0,0.492,0.464
1,0.608,0.312
0,0.492,0.494
1,0.254,0.522
1,0.754,0.486
0,0.462,0.47
0,0.478,0.522
1,0.756,0.458
1,0.666,0.628
1,0.28,0.548
1,0.412,0.244
0,0.442,0.518
1,0.302,0.67
0,0.52,0.474
1,0.71,0.676
0,0.486,0.49
0,0.522,0.482
1,0.294,0.438
0,0.504,0.484
1,0.636,0.286
1,0.492,0.74
1,0.558,0.274
0,0.436,0.454
1,0.268,0.524
1,0.416,0.278
0,0.532,0.508
1,0.374,0.694
1,0.728,0.564
1,0.302,0.38
1,0.294,0.61
1,0.252,0.514
0,0.52,0.514
1,0.454,0.278
1,0.416,0.272
1,0.302,0.416
1,0.282,0.576
0,0.468,0.488
1,0.72,0.386
0,0.488,0.502
1,0.724,0.584
0,0.486,0.496
0,0.492,0.502
0,0.484,0.514
0,0.456,0.512
1,0.54,0.248
0,0.482,0.49
0,0.516,0.514
1,0.28,0.568
1,0.23,0.45
0,0.474,0.528
1,0.44,0.694
0,0.49,0.514
0,0.488,0.542
1,0.758,0.476
1,0.492,0.268
0,0.456,0.512
0,0.54,0.52
0,0.498,0.478
1,0.438,0.788
0,0.51,0.476
1,0.694,0.682
1,0.696,0.602
1,0.228,0.48
1,0.516,0.748
1,0.466,0.706
1,0.75,0.536
1,0.564,0.728
0,0.462,0.5
1,0.306,0.652
1,0.274,0.498
1,0.496,0.726
0,0.492,0.458
1,0.252,0.526
1,0.316,0.726
0,0.476,0.524
0,0.522,0.448
1,0.304,0.364
0,0.51,0.48
1,0.72,0.558
0,0.5,0.512
1,0.668,0.366
1,0.282,0.594
0,0.508,0.504
1,0.58,0.744
1,0.606,0.732
0,0.526,0.506
1,0.736,0.458
1,0.624,0.718
0,0.512,0.522
1,0.366,0.726
1,0.38,0.71
1,0.394,0.732
1,0.48,0.736
0,0.542,0.46
1,0.344,0.724
1,0.288,0.434
1,0.678,0.666
0,0.47,0.506
1,0.71,0.34
1,0.498,0.732
1,0.73,0.552
0,0.472,0.516
1,0.318,0.37
1,0.342,0.636
1,0.29,0.568
1,0.566,0.754
0,0.5,0.5
0,0.45,0.556
0,0.478,0.478
1,0.372,0.746
1,0.276,0.436
1,0.288,0.586
1,0.716,0.392
1,0.314,0.336
1,0.444,0.238
1,0.42,0.274
1,0.396,0.736
0,0.454,0.5
1,0.352,0.36
1,0.492,0.722
0,0.54,0.51
1,0.488,0.708
0,0.51,0.496
0,0.53,0.494
1,0.512,0.73
0,0.488,0.49
0,0.498,0.482
0,0.516,0.488
1,0.394,0.294
1,0.4,0.702
1,0.312,0.38
1,0.68,0.622
1,0.444,0.254
1,0.29,0.602
0,0.486,0.488
1,0.634,0.686
1,0.302,0.588
1,0.258,0.458
1,0.466,0.764
1,0.68,0.694
1,0.538,0.262
1,0.66,0.65
0,0.48,0.5
0,0.47,0.516
1,0.474,0.792
1,0.396,0.726
1,0.724,0.54
1,0.226,0.458
1,0.302,0.608
1,0.24,0.498
1,0.704,0.558
0,0.452,0.506
0,0.476,0.496
0,0.45,0.518
1,0.766,0.45
1,0.646,0.69
1,0.262,0.468
1,0.604,0.694
1,0.316,0.682
1,0.342,0.606
0,0.446,0.516
1,0.502,0.786
1,0.364,0.686
1,0.452,0.722
0,0.518,0.462
1,0.74,0.472
1,0.606,0.326
0,0.468,0.508
0,0.442,0.496
1,0.752,0.582
0,0.45,0.532
0,0.522,0.436
1,0.6,0.766
0,0.478,0.472
1,0.326,0.556
1,0.264,0.422
0,0.524,0.494
0,0.504,0.516
0,0.514,0.492
1,0.556,0.274
0,0.452,0.504
0,0.472,0.5
1,0.326,0.706
1,0.718,0.332
0,0.458,0.53
0,0.49,0.502
1,0.266,0.434
1,0.28,0.43
1,0.264,0.52
0,0.502,0.52
1,0.258,0.478
1,0.746,0.598
1,0.748,0.436
1,0.324,0.636
0,0.482,0.484
1,0.506,0.752
1,0.324,0.324
0,0.494,0.524
0,0.498,0.454
1,0.576,0.788
1,0.266,0.574
1,0.288,0.386
0,0.514,0.494
0,0.494,0.49
0,0.53,0.494
0,0.462,0.542
0,0.492,0.472
1,0.758,0.45
0,0.534,0.47
0,0.456,0.498
0,0.464,0.548
0,0.502,0.484
1,0.338,0.302
1,0.382,0.718
0,0.534,0.472
0,0.48,0.564
0,0.434,0.48
1,0.244,0.506
1,0.408,0.282
0,0.502,0.524
1,0.272,0.438
1,0.276,0.48
1,0.294,0.56
0,0.442,0.47
0,0.456,0.514
0,0.482,0.486
0,0.476,0.514
1,0.3,0.578
1,0.606,0.712
0,0.424,0.502
1,0.448,0.732
1,0.252,0.642
0,0.5,0.488
1,0.482,0.278
0,0.456,0.498
1,0.708,0.596
0,0.522,0.504
1,0.396,0.714
1,0.42,0.706
1,0.346,0.718
1,0.68,0.674
1,0.614,0.29
1,0.584,0.76
1,0.52,0.718
0,0.53,0.492
1,0.278,0.594
1,0.422,0.272
0,0.49,0.472
0,0.478,0.488
1,0.374,0.73
0,0.47,0.522
0,0.52,0.468
0,0.518,0.502
0,0.48,0.516
1,0.306,0.59
0,0.47,0.504
1,0.474,0.27
0,0.498,0.522
1,0.746,0.6
0,0.486,0.508
0,0.53,0.506
1,0.728,0.47
1,0.264,0.418
1,0.71,0.296
1,0.538,0.786
1,0.25,0.384
1,0.314,0.574
1,0.338,0.322
0,0.474,0.51
0,0.48,0.45
1,0.26,0.474
0,0.508,0.478
1,0.756,0.398
0,0.456,0.504
0,0.464,0.5
0,0.48,0.478
1,0.444,0.728
0,0.522,0.476
0,0.536,0.464
0,0.516,0.482
1,0.468,0.762
1,0.472,0.228
0,0.49,0.49
0,0.466,0.548
1,0.308,0.346
0,0.498,0.564
1,0.264,0.644
0,0.466,0.506
1,0.258,0.574
0,0.492,0.48
0,0.48,0.522
1,0.764,0.51
1,0.472,0.792
0,0.458,0.508
0,0.492,0.48
1,0.414,0.286
0,0.532,0.454
1,0.288,0.436
1,0.57,0.756
1,0.7,0.292
1,0.584,0.742
0,0.458,0.496
0,0.486,0.486
1,0.308,0.416
1,0.656,0.684
1,0.498,0.736
0,0.518,0.522
0,0.454,0.5
1,0.232,0.46
1,0.3,0.394
1,0.778,0.49
1,0.264,0.422
0,0.5,0.446
1,0.716,0.596
1,0.434,0.704
1,0.284,0.412
1,0.632,0.722
0,0.496,0.514
1,0.324,0.682
1,0.25,0.458
1,0.722,0.422
0,0.506,0.49
1,0.726,0.59
0,0.448,0.492
1,0.276,0.416
1,0.276,0.43
1,0.328,0.728
0,0.474,0.488
1,0.22,0.542
1,0.708,0.644
1,0.63,0.302
1,0.518,0.268
1,0.288,0.404
0,0.522,0.478
0,0.486,0.528
0,0.46,0.544
1,0.396,0.298
1,0.422,0.242
1,0.532,0.742
1,0.318,0.36
1,0.456,0.224
0,0.498,0.484
0,0.56,0.498
1,0.54,0.788
1,0.31,0.336
0,0.508,0.478
0,0.492,0.492
0,0.506,0.466
1,0.53,0.754
1,0.596,0.74
1,0.736,0.51
1,0.238,0.504
1,0.73,0.556
1,0.482,0.722
1,0.25,0.516
1,0.738,0.568
0,0.486,0.482
0,0.492,0.486
1,0.442,0.246
1,0.324,0.3
0,0.484,0.506
0,0.492,0.5
1,0.254,0.5
1,0.266,0.542
1,0.272,0.43
1,0.77,0.456
0,0.448,0.502
0,0.43,0.502
1,0.294,0.334
1,0.446,0.266
1,0.648,0.706
0,0.5,0.488
1,0.39,0.712
1,0.26,0.42
1,0.73,0.586
1,0.69,0.414
1,0.526,0.748
0,0.514,0.54
0,0.476,0.51
0,0.528,0.46
0,0.528,0.516
0,0.478,0.5
0,0.54,0.486
1,0.248,0.446
1,0.676,0.664
0,0.456,0.564
0,0.462,0.492
1,0.294,0.448
0,0.52,0.504
1,0.658,0.692
1,0.714,0.644
1,0.304,0.628
1,0.41,0.286
1,0.318,0.65
1,0.448,0.782
1,0.482,0.742
0,0.508,0.468
1,0.256,0.428
0,0.494,0.496
0,0.464,0.502
0,0.514,0.496
1,0.52,0.752
0,0.466,0.486
1,0.692,0.652
0,0.448,0.504
1,0.328,0.356
0,0.462,0.504
1,0.294,0.378
0,0.442,0.534
0,0.458,0.458
1,0.32,0.374
1,0.288,0.382
1,0.752,0.418
1,0.654,0.686
0,0.548,0.51
1,0.716,0.482
0,0.496,0.552
0,0.508,0.496
1,0.286,0.506
1,0.316,0.736
0,0.486,0.492
1,0.744,0.524
1,0.742,0.482
0,0.464,0.528
0,0.49,0.488
1,0.668,0.712
1,0.372,0.248
0,0.5,0.512
1,0.738,0.566
1,0.638,0.712
0,0.49,0.52
0,0.5,0.492
1,0.386,0.318
1,0.686,0.348
0,0.484,0.462
0,0.462,0.536
1,0.576,0.266
0,0.468,0.492
0,0.51,0.52
0,0.516,0.496
1,0.716,0.618
0,0.48,0.464
1,0.778,0.5
0,0.492,0.47
0,0.466,0.55
1,0.288,0.518
0,0.506,0.504
1,0.51,0.782
1,0.298,0.614
1,0.264,0.388
0,0.512,0.498
0,0.536,0.508
1,0.548,0.772
0,0.488,0.51
1,0.262,0.456
1,0.302,0.594
1,0.262,0.476
0,0.504,0.486
1,0.672,0.626
1,0.758,0.446
0,0.472,0.498
0,0.524,0.506
1,0.54,0.716
1,0.302,0.406
0,0.486,0.514
0,0.448,0.482
1,0.74,0.382
0,0.482,0.518
1,0.464,0.268
1,0.61,0.302
1,0.67,0.632
1,0.282,0.382
1,0.576,0.756
1,0.72,0.444
1,0.748,0.544
0,0.424,0.478
1,0.444,0.722
0,0.496,0.502
1,0.286,0.504
0,0.484,0.506
1,0.478,0.282
1,0.738,0.43
0,0.494,0.47
1,0.47,0.228
0,0.466,0.534
1,0.274,0.552
0,0.458,0.528
1,0.538,0.76
1,0.402,0.27
1,0.412,0.278
1,0.708,0.656
1,0.59,0.744
0,0.5,0.492
1,0.79,0.538
1,0.28,0.528
0,0.46,0.486
1,0.458,0.74
1,0.566,0.762
0,0.516,0.486
1,0.7,0.424
1,0.556,0.766
0,0.532,0.47
1,0.672,0.318
1,0.68,0.266
0,0.466,0.484
1,0.664,0.558
1,0.274,0.456
0,0.51,0.512
0,0.498,0.484
0,0.492,0.508
0,0.466,0.502
1,0.576,0.302
1,0.258,0.53
1,0.598,0.744
1,0.258,0.422
1,0.726,0.372
1,0.27,0.396
0,0.524,0.506
1,0.592,0.7
1,0.344,0.628
1,0.24,0.54
1,0.588,0.722
0,0.462,0.464
1,0.266,0.422
1,0.288,0.65
1,0.66,0.672
1,0.42,0.692
1,0.742,0.462
1,0.548,0.736
0,0.504,0.544
1,0.272,0.378
0,0.506,0.552
1,0.25,0.502
1,0.324,0.376
1,0.68,0.354
1,0.318,0.31
1,0.308,0.652
1,0.64,0.306
1,0.27,0.514
1,0.28,0.494
1,0.754,0.516
1,0.28,0.418
0,0.512,0.504
0,0.52,0.488
0,0.512,0.522
1,0.32,0.686
0,0.502,0.51
1,0.644,0.74
1,0.69,0.636
1,0.268,0.564
1,0.738,0.456
1,0.54,0.734
0,0.492,0.548
1,0.28,0.368
0,0.498,0.506
1,0.784,0.494
0,0.476,0.508
1,0.334,0.366
1,0.644,0.298
1,0.784,0.55
1,0.742,0.422
1,0.748,0.548
0,0.462,0.496
0,0.528,0.518
1,0.348,0.7
1,0.244,0.49
0,0.454,0.524
1,0.724,0.532
0,0.552,0.482
1,0.698,0.646
1,0.344,0.62
1,0.724,0.436
0,0.484,0.51
0,0.488,0.508
0,0.494,0.496
0,0.464,0.52
1,0.308,0.708
1,0.272,0.556
0,0.462,0.504
1,0.246,0.486
0,0.484,0.5
0,0.476,0.518
0,0.504,0.55
1,0.528,0.722
1,0.274,0.538
0,0.496,0.536
0,0.476,0.528
0,0.496,0.476
0,0.444,0.476
1,0.262,0.436
0,0.522,0.512
0,0.494,0.486
1,0.284,0.522
1,0.744,0.38
1,0.482,0.74
0,0.514,0.454
1,0.734,0.494
1,0.642,0.714
1,0.704,0.536
1,0.736,0.392
1,0.278,0.428
0,0.472,0.462
1,0.662,0.324
1,0.314,0.592
1,0.498,0.764
0,0.486,0.492
0,0.51,0.524
0,0.476,0.486
1,0.778,0.456
0,0.492,0.534
1,0.712,0.298
0,0.556,0.544
0,0.47,0.48
1,0.334,0.322
1,0.276,0.592
0,0.466,0.514
1,0.654,0.324
1,0.274,0.39
1,0.32,0.538
0,0.516,0.482
1,0.522,0.72
0,0.478,0.508
0,0.484,0.496
0,0.448,0.548
0,0.554,0.47
1,0.278,0.57
0,0.478,0.514
0,0.478,0.488
1,0.412,0.702
0,0.476,0.482
1,0.76,0.518
0,0.484,0.532
1,0.57,0.262
1,0.516,0.76
0,0.48,0.512
1,0.292,0.536
1,0.532,0.76
1,0.32,0.596
1,0.33,0.666
1,0.74,0.422
0,0.472,0.472
1,0.714,0.34
0,0.446,0.538
1,0.716,0.562
0,0.532,0.498
0,0.442,0.498
1,0.354,0.644
0,0.454,0.51
1,0.512,0.77
1,0.444,0.266
1,0.28,0.432
1,0.748,0.49
0,0.494,0.494
1,0.294,0.468
1,0.696,0.348
1,0.398,0.27
1,0.29,0.382
0,0.474,0.476
0,0.478,0.518
0,0.476,0.502
0,0.482,0.494
0,0.468,0.472
0,0.518,0.534
1,0.582,0.744
1,0.568,0.268
0,0.502,0.544
1,0.286,0.544
1,0.772,0.378
0,0.514,0.508
0,0.458,0.474
0,0.494,0.462
0,0.476,0.538
1,0.23,0.482
1,0.26,0.546
1,0.292,0.53
1,0.294,0.434
1,0.318,0.708
1,0.724,0.474
0,0.472,0.54
1,0.278,0.432
1,0.684,0.614
1,0.284,0.486
1,0.446,0.75
1,0.558,0.286
1,0.244,0.482
1,0.236,0.508
0,0.482,0.48
1,0.712,0.584
0,0.5,0.512
0,0.52,0.514
0,0.518,0.554
1,0.754,0.526
1,0.316,0.582
0,0.514,0.49
1,0.27,0.47
1,0.304,0.506
1,0.404,0.34
0,0.516,0.5
0,0.502,0.474
1,0.704,0.642
1,0.27,0.456
0,0.524,0.474
1,0.608,0.704
1,0.36,0.714
1,0.714,0.482
1,0.28,0.538
1,0.296,0.588
1,0.284,0.398
0,0.508,0.5
1,0.318,0.664
1,0.372,0.754
1,0.288,0.712
1,0.538,0.29
0,0.518,0.506
1,0.312,0.712
0,0.45,0.53
1,0.538,0.736
1,0.3,0.35
1,0.722,0.544
1,0.418,0.238
0,0.434,0.534
0,0.48,0.498
0,0.47,0.482
1,0.498,0.264
1,0.282,0.558
0,0.484,0.52
1,0.256,0.462
1,0.468,0.244
0,0.512,0.514
0,0.472,0.498
1,0.26,0.47
1,0.262,0.616
1,0.672,0.666
1,0.41,0.73
1,0.73,0.472
1,0.66,0.692
1,0.454,0.724
1,0.574,0.7
0,0.458,0.506
1,0.252,0.436
0,0.482,0.464
0,0.458,0.536
0,0.452,0.504
1,0.27,0.572
1,0.686,0.652
1,0.258,0.502
1,0.744,0.464
0,0.474,0.478
1,0.282,0.464
1,0.608,0.75
1,0.626,0.706
0,0.47,0.512
0,0.454,0.56
1,0.6,0.756
0,0.552,0.478
1,0.628,0.724
1,0.624,0.702
1,0.3,0.444
1,0.724,0.508
1,0.658,0.322
1,0.26,0.448
0,0.504,0.44
0,0.516,0.49
1,0.236,0.476
1,0.25,0.416
1,0.396,0.756
0,0.51,0.494
1,0.27,0.502
0,0.488,0.548
0,0.51,0.472
1,0.314,0.368
1,0.278,0.484
0,0.474,0.492
1,0.238,0.518
1,0.244,0.51
1,0.342,0.75
1,0.712,0.568
1,0.25,0.526
1,0.664,0.716
1,0.258,0.47
0,0.538,0.53
1,0.282,0.552
1,0.24,0.454
1,0.444,0.698
1,0.686,0.718
1,0.468,0.678
0,0.508,0.464
1,0.234,0.502
1,0.678,0.332
1,0.692,0.654
0,0.488,0.55
1,0.238,0.52
1,0.294,0.43
1,0.606,0.752
1,0.44,0.224
1,0.726,0.408
1,0.264,0.428
1,0.552,0.274
1,0.274,0.518
1,0.744,0.522
1,0.25,0.474
1,0.642,0.728
0,0.49,0.474
0,0.446,0.508
1,0.406,0.736
0,0.458,0.516
0,0.494,0.546
1,0.454,0.69
1,0.276,0.412
0,0.46,0.474
1,0.25,0.506
0,0.504,0.552
1,0.28,0.344
1,0.266,0.374
1,0.494,0.77
0,0.484,0.504
1,0.384,0.716
1,0.272,0.626
1,0.742,0.498
0,0.48,0.516
1,0.742,0.434
1,0.73,0.682
1,0.434,0.676
0,0.494,0.53
0,0.44,0.538
1,0.714,0.522
0,0.47,0.452
1,0.748,0.388
1,0.29,0.582
1,0.266,0.424
1,0.736,0.618
0,0.54,0.434
1,0.48,0.302
1,0.29,0.36
1,0.652,0.684
1,0.634,0.722
1,0.312,0.646
1,0.636,0.7
1,0.748,0.356
1,0.434,0.262
0,0.498,0.452
0,0.552,0.512
1,0.504,0.276
1,0.296,0.588
1,0.63,0.288
0,0.482,0.49
1,0.618,0.716
0,0.48,0.5
1,0.738,0.562
1,0.684,0.318
1,0.7,0.594
0,0.502,0.482
0,0.5,0.49
1,0.706,0.594
1,0.288,0.298
1,0.292,0.57
1,0.636,0.738
1,0.782,0.49
1,0.446,0.274
1,0.756,0.458
0,0.494,0.486
1,0.742,0.558
1,0.6,0.316
1,0.668,0.676
1,0.706,0.338
1,0.28,0.552
0,0.498,0.516
1,0.576,0.284
0,0.494,0.504
1,0.688,0.282
0,0.506,0.494
1,0.636,0.308
1,0.624,0.702
1,0.666,0.29
1,0.75,0.464
0,0.472,0.548
1,0.388,0.296
0,0.456,0.558
1,0.568,0.312
0,0.476,0.478
1,0.378,0.336
1,0.652,0.716
1,0.616,0.73
0,0.478,0.518
1,0.788,0.476
0,0.462,0.52
1,0.732,0.476
1,0.684,0.338
1,0.3,0.38
1,0.292,0.602
1,0.296,0.646
1,0.586,0.748
1,0.394,0.268
1,0.688,0.358
1,0.722,0.556
1,0.704,0.574
0,0.458,0.524
1,0.626,0.718
1,0.756,0.492
1,0.336,0.588
1,0.712,0.598
1,0.712,0.628
1,0.718,0.46
0,0.522,0.48
1,0.752,0.432
1,0.736,0.382
1,0.682,0.672
1,0.63,0.698
1,0.682,0.676
0,0.484,0.494
1,0.664,0.674
0,0.45,0.534
1,0.608,0.32
0,0.45,0.51
0,0.536,0.46
1,0.604,0.266
1,0.714,0.616
1,0.596,0.738
1,0.726,0.436
1,0.646,0.286
0,0.466,0.52
0,0.53,0.47
0,0.478,0.462
1,0.802,0.522
1,0.272,0.576
0,0.512,0.474
1,0.27,0.554
1,0.296,0.618
1,0.31,0.364
0,0.524,0.468
1,0.554,0.764
1,0.284,0.382
1,0.31,0.35
0,0.496,0.474
1,0.686,0.66
1,0.632,0.7
1,0.714,0.562
1,0.762,0.436
1,0.714,0.332
0,0.52,0.488
0,0.48,0.468
1,0.698,0.622
0,0.498,0.508
1,0.336,0.316
1,0.726,0.61
1,0.662,0.666
0,0.454,0.544
1,0.718,0.382
1,0.266,0.58
1,0.644,0.692
0,0.446,0.562
1,0.684,0.646
1,0.314,0.522
1,0.676,0.696
0,0.448,0.506
1,0.742,0.512
0,0.492,0.506
1,0.626,0.262
0,0.426,0.516
1,0.308,0.36
1,0.326,0.346
1,0.732,0.422
0,0.506,0.492
1,0.304,0.35
1,0.752,0.402
1,0.766,0.464
0,0.466,0.53
0,0.496,0.496
0,0.466,0.48
1,0.69,0.582
1,0.528,0.23
1,0.752,0.476
0,0.524,0.502
0,0.49,0.512
1,0.696,0.646
1,0.784,0.434
1,0.274,0.374
1,0.68,0.63
1,0.774,0.588
1,0.304,0.662
0,0.5,0.504
0,0.466,0.478
1,0.748,0.472
1,0.726,0.338
1,0.31,0.382
1,0.266,0.61
1,0.3,0.596
1,0.32,0.642
1,0.77,0.496
0,0.442,0.47
0,0.484,0.46
0,0.464,0.498
0,0.442,0.504
1,0.684,0.74
1,0.766,0.456
1,0.266,0.398
1,0.318,0.324
1,0.74,0.398
0,0.47,0.482
1,0.274,0.648
1,0.752,0.432
1,0.74,0.486
1,0.796,0.466
1,0.26,0.606
1,0.658,0.676
1,0.706,0.598
1,0.292,0.304
1,0.658,0.682
0,0.446,0.524
1,0.76,0.51
0,0.46,0.552
0,0.532,0.482
0,0.498,0.5
0,0.516,0.474
1,0.606,0.734
1,0.322,0.616
1,0.354,0.35
1,0.74,0.388
1,0.66,0.654
1,0.632,0.708
1,0.676,0.314
1,0.752,0.432
1,0.734,0.594
1,0.374,0.266
1,0.34,0.6
1,0.29,0.394
1,0.622,0.714
1,0.652,0.7
1,0.298,0.662
1,0.752,0.47
1,0.738,0.554
1,0.63,0.728
1,0.278,0.386
1,0.248,0.41
1,0.67,0.342
1,0.274,0.43
1,0.324,0.294
0,0.526,0.496
1,0.532,0.296
1,0.302,0.322
1,0.302,0.582
1,0.338,0.676
0,0.484,0.502
1,0.332,0.61
0,0.482,0.49
1,0.662,0.66
1,0.332,0.596
1,0.692,0.328
0,0.53,0.474
0,0.514,0.488
1,0.72,0.398
1,0.628,0.27
1,0.594,0.722
1,0.262,0.59
1,0.318,0.636
1,0.652,0.614
1,0.326,0.614
0,0.53,0.48
1,0.71,0.544
1,0.378,0.332
0,0.484,0.508
1,0.294,0.388
1,0.304,0.676
1,0.348,0.304
1,0.752,0.524
1,0.306,0.37
0,0.51,0.488
1,0.596,0.746
1,0.684,0.678
0,0.514,0.496
0,0.468,0.498
1,0.324,0.334
1,0.712,0.504
1,0.694,0.504
1,0.714,0.58
1,0.284,0.566
1,0.62,0.712
1,0.712,0.554
1,0.316,0.642
1,0.614,0.348
1,0.726,0.478
1,0.32,0.65
1,0.612,0.788
1,0.272,0.622
1,0.612,0.764
0,0.508,0.486
0,0.426,0.512
1,0.288,0.566
1,0.758,0.454
0,0.518,0.546
0,0.454,0.534
1,0.324,0.326
1,0.776,0.484
1,0.608,0.742
1,0.348,0.356
1,0.302,0.402
1,0.344,0.332
1,0.728,0.546
1,0.662,0.652
1,0.694,0.44
0,0.47,0.49
1,0.736,0.404
1,0.66,0.282
1,0.284,0.366
0,0.484,0.536
1,0.656,0.692
1,0.726,0.428
1,0.658,0.69
1,0.786,0.516
0,0.464,0.46
1,0.51,0.278
1,0.71,0.34
1,0.48,0.254
1,0.722,0.528
0,0.472,0.52
1,0.724,0.354
1,0.536,0.26
0,0.49,0.494
0,0.53,0.514
1,0.748,0.462
0,0.518,0.51
0,0.456,0.526
0,0.496,0.5
0,0.486,0.51
1,0.266,0.45
0,0.512,0.518
0,0.48,0.498
1,0.314,0.652
1,0.62,0.288
