label,alpha,beta
0,0.382,0.644
0,0.322,0.358
0,0.36,0.636
0,0.716,0.364
0,0.588,0.338
1,0.168,0.752
0,0.188,0.84
1,0.364,0.49
0,0.622,0.692
0,0.684,0.342
0,0.622,0.342
0,0.31,0.346
0,0.3,0.67
0,0.646,0.596
0,0.158,0.146
0,0.714,0.322
0,0.284,0.338
1,0.668,0.378
0,0.358,0.262
0,0.208,0.84
0,0.67,0.346
0,0.576,0.32
1,0.356,0.402
1,0.13,0.444
1,0.528,0.662
0,0.672,0.346
0,0.598,0.324
1,0.656,0.486
0,0.838,0.132
0,0.68,0.374
0,0.69,0.602
0,0.464,0.118
0,0.7,0.704
0,0.636,0.314
0,0.622,0.404
0,0.136,0.112
0,0.608,0.318
1,0.22,0.108
0,0.722,0.296
1,0.654,0.556
1,0.154,0.782
0,0.798,0.148
0,0.846,0.086
1,0.188,0.158
0,0.148,0.48
0,0.142,0.102
0,0.814,0.144
1,0.48,0.322
0,0.334,0.276
0,0.686,0.316
0,0.648,0.278
0,0.13,0.498
0,0.132,0.84
0,0.372,0.324
1,0.388,0.434
0,0.648,0.31
0,0.676,0.33
0,0.336,0.314
1,0.496,0.648
1,0.672,0.506
1,0.196,0.114
0,0.366,0.26
0,0.156,0.858
0,0.112,0.12
0,0.122,0.138
0,0.106,0.482
1,0.196,0.77
0,0.368,0.272
0,0.6,0.284
0,0.576,0.352
0,0.376,0.618
0,0.684,0.348
1,0.414,0.136
0,0.636,0.344
0,0.628,0.352
0,0.298,0.68
0,0.602,0.34
0,0.196,0.848
0,0.658,0.344
0,0.122,0.474
0,0.612,0.32
0,0.136,0.834
0,0.652,0.332
0,0.602,0.328
0,0.656,0.31
0,0.128,0.134
0,0.258,0.35
0,0.638,0.344
0,0.658,0.368
1,0.426,0.282
0,0.092,0.516
1,0.09,0.776
0,0.322,0.648
1,0.154,0.16
0,0.358,0.312
1,0.168,0.142
0,0.112,0.136
0,0.12,0.126
0,0.154,0.13
0,0.624,0.372
1,0.112,0.8
0,0.604,0.642
0,0.77,0.144
1,0.168,0.132
0,0.674,0.3
0,0.124,0.112
1,0.148,0.778
0,0.136,0.804
0,0.668,0.306
1,0.364,0.488
0,0.734,0.598
1,0.222,0.114
0,0.62,0.324
1,0.132,0.158
0,0.104,0.496
0,0.638,0.328
0,0.694,0.316
1,0.084,0.434
0,0.656,0.33
0,0.628,0.33
1,0.11,0.44
0,0.69,0.322
1,0.45,0.312
0,0.698,0.648
1,0.212,0.128
1,0.206,0.094
0,0.39,0.264
0,0.35,0.648
0,0.484,0.124
0,0.646,0.288
0,0.634,0.604
1,0.086,0.422
0,0.61,0.298
1,0.088,0.834
0,0.836,0.13
0,0.67,0.336
0,0.136,0.136
0,0.73,0.294
0,0.642,0.362
0,0.848,0.108
0,0.58,0.336
0,0.674,0.354
0,0.606,0.32
1,0.652,0.564
1,0.346,0.442
0,0.126,0.502
1,0.48,0.87
0,0.65,0.354
1,0.672,0.46
0,0.654,0.316
0,0.612,0.358
1,0.444,0.298
0,0.654,0.32
0,0.7,0.366
0,0.724,0.29
0,0.61,0.312
0,0.612,0.336
0,0.666,0.712
1,0.668,0.474
0,0.604,0.318
0,0.844,0.138
1,0.136,0.782
0,0.39,0.274
0,0.644,0.348
0,0.148,0.834
0,0.394,0.35
0,0.63,0.364
0,0.642,0.36
0,0.618,0.314
0,0.83,0.118
0,0.372,0.422
1,0.528,0.872
1,0.906,0.098
0,0.804,0.18
0,0.648,0.376
0,0.646,0.342
1,0.89,0.16
0,0.694,0.33
0,0.842,0.116
0,0.414,0.326
0,0.708,0.358
1,0.09,0.412
0,0.602,0.354
0,0.588,0.666
0,0.648,0.304
0,0.566,0.334
0,0.51,0.106
1,0.244,0.116
0,0.676,0.29
0,0.686,0.332
1,0.404,0.296
0,0.59,0.322
0,0.658,0.312
0,0.666,0.332
1,0.9,0.152
0,0.14,0.828
0,0.644,0.314
0,0.654,0.328
1,0.46,0.34
0,0.144,0.142
0,0.576,0.368
1,0.594,0.632
0,0.504,0.124
0,0.622,0.306
0,0.8,0.128
0,0.684,0.346
0,0.312,0.644
0,0.162,0.864
0,0.336,0.258
1,0.634,0.504
1,0.626,0.676
1,0.612,0.64
1,0.22,0.114
0,0.324,0.674
0,0.112,0.152
1,0.654,0.546
0,0.144,0.86
0,0.83,0.12
0,0.602,0.35
0,0.17,0.872
1,0.372,0.552
0,0.27,0.288
1,0.5,0.872
1,0.184,0.76
0,0.638,0.358
1,0.11,0.416
0,0.614,0.324
1,0.132,0.39
1,0.69,0.404
0,0.166,0.11
1,0.2,0.152
1,0.644,0.666
1,0.692,0.384
0,0.58,0.26
0,0.604,0.356
0,0.678,0.382
0,0.356,0.622
0,0.654,0.37
0,0.834,0.146
0,0.158,0.172
0,0.632,0.322
0,0.572,0.35
0,0.388,0.642
1,0.226,0.116
1,0.102,0.43
1,0.592,0.654
1,0.23,0.098
1,0.646,0.468
0,0.842,0.13
1,0.418,0.134
0,0.364,0.636
0,0.134,0.132
1,0.138,0.766
0,0.842,0.102
1,0.644,0.382
0,0.586,0.348
0,0.852,0.114
0,0.176,0.112
0,0.45,0.132
0,0.656,0.29
0,0.176,0.13
0,0.642,0.322
1,0.528,0.89
0,0.334,0.292
1,0.546,0.324
0,0.154,0.124
0,0.644,0.344
0,0.144,0.478
0,0.634,0.264
1,0.14,0.812
0,0.128,0.496
0,0.644,0.372
0,0.384,0.318
0,0.656,0.602
0,0.66,0.348
1,0.194,0.772
0,0.368,0.324
0,0.666,0.356
0,0.41,0.318
1,0.188,0.76
0,0.672,0.69
1,0.668,0.454
1,0.186,0.764
0,0.632,0.346
1,0.47,0.85
1,0.502,0.846
0,0.386,0.346
0,0.614,0.586
0,0.612,0.67
1,0.37,0.566
0,0.668,0.344
0,0.628,0.292
0,0.148,0.826
0,0.778,0.134
0,0.6,0.314
0,0.352,0.698
0,0.164,0.832
0,0.298,0.682
0,0.696,0.308
0,0.352,0.648
0,0.6,0.356
1,0.148,0.17
0,0.368,0.33
0,0.694,0.34
0,0.832,0.14
0,0.12,0.116
0,0.772,0.104
0,0.342,0.442
1,0.48,0.66
0,0.662,0.29
0,0.694,0.336
0,0.666,0.3
0,0.17,0.83
0,0.372,0.628
1,0.556,0.328
0,0.65,0.322
0,0.31,0.68
0,0.63,0.326
0,0.416,0.358
0,0.366,0.662
1,0.664,0.426
0,0.812,0.154
0,0.51,0.122
0,0.178,0.856
0,0.63,0.31
0,0.596,0.312
0,0.326,0.288
1,0.478,0.658
1,0.122,0.416
0,0.814,0.14
0,0.644,0.292
0,0.122,0.126
0,0.394,0.342
1,0.374,0.368
0,0.704,0.326
0,0.3,0.694
0,0.612,0.65
0,0.39,0.684
0,0.682,0.372
0,0.682,0.658
0,0.086,0.148
0,0.496,0.132
0,0.398,0.266
0,0.178,0.804
1,0.344,0.372
1,0.66,0.46
0,0.706,0.314
0,0.656,0.348
0,0.292,0.408
1,0.49,0.872
0,0.652,0.328
1,0.442,0.89
0,0.626,0.326
0,0.29,0.65
1,0.068,0.412
1,0.486,0.868
0,0.632,0.318
0,0.62,0.674
0,0.676,0.278
0,0.69,0.282
1,0.102,0.456
0,0.19,0.842
1,0.116,0.782
1,0.098,0.816
1,0.362,0.578
0,0.676,0.382
1,0.18,0.156
0,0.668,0.364
1,0.418,0.352
1,0.206,0.122
1,0.136,0.414
1,0.362,0.404
1,0.668,0.58
1,0.118,0.408
0,0.834,0.106
0,0.504,0.1
0,0.654,0.34
0,0.714,0.658
0,0.614,0.342
1,0.42,0.332
0,0.63,0.292
0,0.438,0.664
0,0.688,0.346
1,0.128,0.388
1,0.484,0.86
1,0.668,0.516
1,0.252,0.138
0,0.628,0.304
1,0.198,0.118
0,0.632,0.64
1,0.15,0.426
1,0.412,0.336
1,0.606,0.672
0,0.644,0.29
0,0.332,0.676
0,0.148,0.466
0,0.628,0.33
0,0.602,0.356
0,0.092,0.122
1,0.344,0.556
0,0.616,0.35
0,0.14,0.806
0,0.646,0.302
0,0.826,0.118
0,0.158,0.508
0,0.42,0.692
0,0.636,0.328
0,0.606,0.334
0,0.686,0.328
0,0.69,0.338
1,0.196,0.144
1,0.094,0.806
0,0.64,0.324
0,0.356,0.646
0,0.592,0.286
0,0.632,0.372
0,0.34,0.264
0,0.632,0.376
0,0.672,0.308
0,0.634,0.404
0,0.106,0.144
0,0.626,0.39
0,0.666,0.38
1,0.102,0.424
0,0.344,0.366
0,0.632,0.29
0,0.416,0.384
1,0.52,0.856
0,0.314,0.662
1,0.588,0.308
0,0.6,0.312
0,0.396,0.376
0,0.348,0.678
0,0.658,0.298
0,0.814,0.14
0,0.68,0.284
1,0.446,0.894
0,0.59,0.318
0,0.848,0.1
0,0.662,0.29
1,0.476,0.86
0,0.13,0.132
1,0.498,0.866
1,0.534,0.314
0,0.51,0.122
0,0.702,0.324
0,0.094,0.118
1,0.366,0.55
1,0.088,0.78
0,0.516,0.13
0,0.118,0.484
0,0.11,0.124
0,0.65,0.338
0,0.418,0.3
0,0.398,0.322
0,0.654,0.366
0,0.66,0.338
1,0.218,0.768
1,0.138,0.774
0,0.282,0.33
0,0.626,0.672
0,0.656,0.298
1,0.21,0.086
0,0.678,0.3
0,0.838,0.142
0,0.824,0.158
0,0.77,0.134
0,0.124,0.146
0,0.324,0.7
0,0.13,0.862
1,0.614,0.64
0,0.48,0.106
1,0.484,0.862
0,0.602,0.326
1,0.676,0.368
0,0.118,0.152
0,0.596,0.294
1,0.142,0.158
0,0.608,0.352
0,0.136,0.478
0,0.676,0.658
1,0.17,0.182
0,0.676,0.344
0,0.398,0.266
0,0.43,0.658
0,0.588,0.662
0,0.322,0.386
0,0.27,0.65
0,0.672,0.32
0,0.84,0.094
1,0.356,0.4
0,0.594,0.316
0,0.688,0.328
0,0.112,0.862
1,0.668,0.406
1,0.128,0.798
0,0.142,0.126
0,0.652,0.354
1,0.478,0.87
0,0.324,0.674
1,0.688,0.374
0,0.102,0.154
0,0.64,0.348
0,0.7,0.3
1,0.458,0.892
1,0.218,0.144
0,0.576,0.368
0,0.334,0.272
1,0.498,0.878
0,0.87,0.13
0,0.342,0.336
1,0.168,0.172
1,0.336,0.536
0,0.836,0.146
0,0.16,0.136
0,0.582,0.286
0,0.666,0.298
0,0.682,0.3
0,0.612,0.624
0,0.572,0.688
0,0.178,0.132
0,0.614,0.65
1,0.504,0.878
0,0.656,0.286
0,0.856,0.104
0,0.628,0.294
0,0.758,0.104
0,0.59,0.376
1,0.112,0.414
0,0.364,0.272
1,0.154,0.182
0,0.666,0.316
1,0.19,0.784
0,0.606,0.36
0,0.352,0.644
1,0.122,0.432
0,0.338,0.284
0,0.868,0.102
1,0.212,0.138
0,0.594,0.354
0,0.608,0.344
0,0.706,0.338
1,0.124,0.404
1,0.232,0.088
0,0.294,0.68
0,0.606,0.342
0,0.618,0.34
0,0.112,0.098
0,0.586,0.322
1,0.114,0.416
0,0.328,0.376
0,0.664,0.286
1,0.16,0.118
1,0.152,0.792
0,0.314,0.37
0,0.132,0.152
0,0.676,0.61
1,0.152,0.386
1,0.506,0.842
1,0.504,0.86
0,0.144,0.448
1,0.224,0.112
0,0.658,0.318
1,0.444,0.326
0,0.81,0.124
0,0.584,0.35
0,0.114,0.134
0,0.776,0.126
0,0.608,0.33
0,0.162,0.094
0,0.29,0.406
0,0.642,0.33
0,0.724,0.592
0,0.2,0.844
1,0.552,0.668
0,0.314,0.29
1,0.87,0.134
1,0.642,0.644
0,0.736,0.342
1,0.37,0.446
0,0.856,0.1
1,0.502,0.86
0,0.13,0.108
1,0.504,0.336
0,0.368,0.356
0,0.632,0.308
0,0.134,0.504
1,0.412,0.322
0,0.84,0.09
0,0.82,0.102
0,0.174,0.086
0,0.818,0.114
0,0.686,0.304
0,0.688,0.332
0,0.67,0.32
0,0.674,0.304
0,0.83,0.14
0,0.834,0.112
1,0.49,0.892
0,0.68,0.286
0,0.342,0.614
0,0.704,0.32
1,0.088,0.42
0,0.688,0.304
0,0.34,0.35
0,0.804,0.136
0,0.59,0.698
0,0.724,0.694
1,0.682,0.46
0,0.628,0.33
1,0.472,0.128
1,0.268,0.136
0,0.14,0.446
0,0.718,0.65
0,0.724,0.302
1,0.612,0.65
0,0.622,0.336
1,0.486,0.646
0,0.612,0.298
0,0.69,0.328
0,0.674,0.284
0,0.82,0.136
0,0.588,0.3
0,0.618,0.332
0,0.686,0.656
0,0.572,0.372
0,0.654,0.338
1,0.172,0.758
0,0.152,0.156
1,0.338,0.386
0,0.152,0.466
0,0.352,0.256
0,0.62,0.318
0,0.126,0.84
1,0.164,0.162
0,0.148,0.11
0,0.81,0.166
0,0.62,0.282
0,0.12,0.486
0,0.33,0.354
1,0.482,0.868
0,0.844,0.126
0,0.806,0.092
0,0.59,0.326
0,0.586,0.352
0,0.824,0.114
0,0.47,0.144
0,0.14,0.852
0,0.342,0.306
0,0.342,0.638
0,0.318,0.656
0,0.166,0.856
0,0.684,0.324
0,0.6,0.386
0,0.69,0.358
0,0.658,0.312
0,0.546,0.094
1,0.588,0.642
1,0.358,0.552
0,0.644,0.332
1,0.43,0.308
1,0.09,0.432
0,0.366,0.3
1,0.472,0.864
0,0.38,0.286
0,0.674,0.308
0,0.654,0.284
1,0.108,0.822
0,0.836,0.134
0,0.326,0.68
0,0.302,0.398
0,0.588,0.318
0,0.146,0.12
1,0.52,0.834
1,0.102,0.426
0,0.682,0.314
0,0.674,0.304
0,0.35,0.396
0,0.644,0.358
1,0.142,0.766
0,0.33,0.668
0,0.384,0.302
0,0.842,0.11
0,0.624,0.374
0,0.616,0.37
0,0.622,0.342
1,0.21,0.142
1,0.198,0.13
1,0.5,0.642
0,0.628,0.368
1,0.192,0.128
0,0.636,0.278
1,0.64,0.554
0,0.682,0.628
0,0.6,0.35
1,0.452,0.296
0,0.318,0.688
0,0.644,0.378
0,0.142,0.478
0,0.136,0.85
1,0.478,0.896
0,0.854,0.1
0,0.852,0.116
0,0.674,0.31
0,0.298,0.378
0,0.662,0.374
0,0.106,0.118
0,0.656,0.322
1,0.242,0.096
0,0.514,0.076
0,0.6,0.31
1,0.66,0.456
1,0.164,0.436
0,0.666,0.284
1,0.086,0.788
1,0.922,0.116
0,0.61,0.664
0,0.666,0.384
0,0.292,0.644
0,0.654,0.322
0,0.662,0.33
0,0.812,0.122
0,0.148,0.454
1,0.482,0.866
0,0.652,0.29
0,0.826,0.132
1,0.138,0.44
0,0.632,0.356
0,0.388,0.326
0,0.68,0.63
0,0.694,0.294
0,0.658,0.292
0,0.65,0.356
0,0.426,0.662
0,0.594,0.334
1,0.662,0.446
0,0.602,0.324
0,0.67,0.314
0,0.33,0.32
0,0.832,0.116
0,0.706,0.344
0,0.4,0.672
1,0.12,0.812
1,0.2,0.77
0,0.63,0.338
1,0.548,0.338
1,0.454,0.646
0,0.692,0.332
0,0.82,0.12
1,0.362,0.562
0,0.674,0.294
1,0.174,0.772
0,0.69,0.332
1,0.356,0.57
0,0.302,0.62
0,0.158,0.152
0,0.14,0.11
0,0.786,0.14
0,0.698,0.342
1,0.234,0.13
0,0.71,0.308
0,0.398,0.292
0,0.616,0.35
0,0.692,0.282
0,0.146,0.808
0,0.706,0.312
0,0.734,0.66
0,0.676,0.684
0,0.384,0.374
1,0.368,0.498
0,0.372,0.586
0,0.664,0.366
1,0.442,0.908
0,0.128,0.838
0,0.712,0.308
0,0.642,0.336
1,0.494,0.868
0,0.718,0.314
0,0.832,0.176
1,0.678,0.388
0,0.842,0.46
0,0.83,0.15
0,0.158,0.446
0,0.084,0.51
0,0.652,0.288
0,0.69,0.338
0,0.634,0.314
0,0.836,0.806
0,0.798,0.132
0,0.652,0.37
0,0.128,0.49
0,0.442,0.36
0,0.638,0.388
0,0.606,0.382
0,0.628,0.386
0,0.084,0.116
0,0.63,0.378
0,0.874,0.842
1,0.49,0.844
0,0.696,0.382
0,0.322,0.364
0,0.122,0.86
0,0.502,0.1
0,0.316,0.666
1,0.248,0.11
1,0.108,0.39
0,0.638,0.288
0,0.302,0.354
0,0.11,0.468
0,0.122,0.152
0,0.624,0.354
0,0.81,0.148
1,0.632,0.538
1,0.484,0.868
0,0.83,0.452
1,0.15,0.796
0,0.144,0.46
0,0.622,0.356
0,0.608,0.342
0,0.87,0.444
0,0.862,0.146
0,0.104,0.496
0,0.644,0.354
1,0.89,0.132
0,0.834,0.834
1,0.518,0.842
0,0.3,0.68
1,0.124,0.802
1,0.106,0.404
0,0.7,0.324
0,0.836,0.11
0,0.278,0.348
1,0.238,0.102
0,0.518,0.148
0,0.624,0.68
0,0.11,0.142
0,0.14,0.818
0,0.686,0.272
1,0.652,0.422
0,0.404,0.306
0,0.398,0.318
0,0.616,0.374
1,0.342,0.56
1,0.108,0.442
1,0.49,0.876
0,0.628,0.348
0,0.402,0.268
1,0.384,0.114
0,0.09,0.156
0,0.734,0.618
0,0.782,0.134
0,0.87,0.138
1,0.112,0.786
1,0.368,0.418
0,0.672,0.27
0,0.836,0.85
0,0.396,0.684
0,0.278,0.316
0,0.666,0.326
1,0.856,0.888
1,0.476,0.66
0,0.648,0.37
1,0.67,0.54
0,0.64,0.3
0,0.66,0.322
0,0.604,0.318
0,0.762,0.6
0,0.78,0.108
0,0.124,0.474
0,0.4,0.366
0,0.182,0.832
0,0.116,0.124
0,0.418,0.35
0,0.646,0.294
0,0.636,0.308
0,0.138,0.14
1,0.816,0.868
1,0.174,0.744
0,0.85,0.824
0,0.384,0.224
1,0.104,0.794
0,0.14,0.83
1,0.424,0.28
1,0.126,0.418
0,0.87,0.462
0,0.47,0.868
0,0.63,0.388
0,0.358,0.324
0,0.818,0.13
0,0.516,0.092
0,0.822,0.148
0,0.372,0.266
0,0.124,0.49
0,0.66,0.402
1,0.512,0.85
0,0.654,0.344
1,0.12,0.384
0,0.106,0.168
0,0.6,0.59
0,0.166,0.822
1,0.458,0.118
0,0.704,0.322
1,0.134,0.422
1,0.676,0.474
1,0.184,0.1
0,0.336,0.68
0,0.148,0.136
0,0.696,0.306
0,0.416,0.266
0,0.612,0.364
0,0.72,0.666
0,0.342,0.674
1,0.864,0.17
1,0.144,0.804
0,0.102,0.49
0,0.478,0.092
0,0.48,0.164
1,0.192,0.124
1,0.5,0.844
1,0.646,0.4
0,0.678,0.32
1,0.518,0.836
0,0.642,0.394
0,0.864,0.47
0,0.122,0.122
1,0.39,0.142
0,0.692,0.346
0,0.612,0.324
0,0.378,0.336
1,0.182,0.144
1,0.076,0.804
1,0.23,0.114
0,0.302,0.258
0,0.088,0.108
0,0.142,0.494
0,0.614,0.378
1,0.492,0.846
0,0.386,0.378
0,0.108,0.444
0,0.69,0.256
0,0.836,0.836
1,0.168,0.116
1,0.684,0.562
1,0.088,0.806
1,0.17,0.128
0,0.096,0.138
1,0.49,0.85
0,0.63,0.306
0,0.436,0.628
1,0.074,0.81
0,0.34,0.368
1,0.51,0.63
0,0.67,0.376
0,0.844,0.14
0,0.786,0.158
0,0.698,0.35
0,0.274,0.252
0,0.5,0.838
0,0.15,0.472
0,0.282,0.266
0,0.854,0.798
1,0.514,0.314
0,0.166,0.826
0,0.664,0.322
0,0.492,0.108
0,0.624,0.334
0,0.548,0.122
1,0.52,0.868
1,0.204,0.154
1,0.652,0.512
0,0.31,0.318
0,0.368,0.662
1,0.074,0.46
0,0.138,0.844
1,0.462,0.656
0,0.192,0.82
1,0.48,0.852
0,0.402,0.3
0,0.61,0.312
0,0.606,0.356
0,0.682,0.356
1,0.134,0.79
0,0.116,0.482
0,0.102,0.144
1,0.094,0.446
0,0.766,0.14
0,0.614,0.374
1,0.368,0.446
0,0.826,0.11
1,0.462,0.304
0,0.358,0.646
0,0.508,0.12
0,0.66,0.306
1,0.234,0.12
0,0.84,0.132
1,0.468,0.288
0,0.384,0.274
0,0.13,0.468
1,0.53,0.876
0,0.846,0.822
0,0.822,0.468
1,0.44,0.12
0,0.662,0.67
1,0.578,0.34
1,0.408,0.12
0,0.402,0.234
1,0.35,0.458
1,0.17,0.166
0,0.332,0.644
0,0.664,0.37
1,0.188,0.112
0,0.66,0.364
0,0.294,0.332
1,0.488,0.694
0,0.142,0.836
1,0.386,0.492
0,0.64,0.374
0,0.672,0.28
0,0.17,0.84
0,0.69,0.332
1,0.864,0.19
0,0.302,0.69
0,0.304,0.244
0,0.332,0.682
0,0.686,0.384
0,0.082,0.124
0,0.336,0.672
0,0.344,0.326
1,0.088,0.48
0,0.682,0.362
1,0.256,0.102
0,0.102,0.152
0,0.78,0.12
0,0.65,0.382
0,0.156,0.84
0,0.812,0.472
1,0.676,0.48
1,0.596,0.654
0,0.636,0.374
0,0.826,0.134
0,0.63,0.592
0,0.596,0.698
0,0.296,0.288
0,0.708,0.292
0,0.666,0.346
0,0.684,0.38
0,0.618,0.364
1,0.668,0.398
1,0.598,0.67
1,0.856,0.158
0,0.668,0.69
1,0.198,0.138
1,0.1,0.41
0,0.132,0.128
0,0.668,0.584
1,0.346,0.384
1,0.222,0.128
0,0.84,0.446
0,0.39,0.316
0,0.842,0.828
0,0.65,0.352
1,0.462,0.652
0,0.66,0.366
0,0.844,0.108
0,0.65,0.636
1,0.426,0.116
0,0.114,0.12
0,0.356,0.27
1,0.672,0.472
1,0.584,0.312
0,0.624,0.694
0,0.824,0.118
1,0.168,0.786
1,0.356,0.516
1,0.554,0.316
0,0.142,0.492
0,0.822,0.168
0,0.376,0.28
0,0.674,0.298
1,0.612,0.666
0,0.84,0.122
0,0.672,0.356
0,0.632,0.292
1,0.536,0.328
0,0.646,0.304
0,0.622,0.396
0,0.892,0.844
0,0.628,0.384
0,0.674,0.34
0,0.668,0.262
0,0.124,0.116
0,0.1,0.494
0,0.49,0.104
0,0.124,0.484
1,0.468,0.87
0,0.72,0.324
0,0.626,0.374
0,0.87,0.428
0,0.658,0.71
0,0.614,0.354
1,0.086,0.424
0,0.37,0.278
1,0.486,0.328
0,0.678,0.33
0,0.822,0.148
0,0.136,0.132
1,0.422,0.13
0,0.636,0.662
0,0.798,0.832
0,0.462,0.814
1,0.144,0.822
0,0.696,0.346
1,0.37,0.514
1,0.356,0.512
0,0.696,0.37
0,0.578,0.666
1,0.484,0.646
1,0.68,0.458
0,0.098,0.142
0,0.476,0.114
0,0.328,0.34
0,0.672,0.372
1,0.676,0.41
0,0.686,0.29
0,0.688,0.366
0,0.602,0.3
0,0.466,0.128
1,0.514,0.864
0,0.126,0.82
1,0.344,0.392
0,0.868,0.804
0,0.12,0.468
1,0.186,0.746
0,0.668,0.37
1,0.52,0.88
0,0.142,0.846
1,0.374,0.52
0,0.104,0.128
0,0.358,0.628
0,0.118,0.866
1,0.118,0.462
0,0.69,0.372
1,0.65,0.516
0,0.142,0.482
0,0.316,0.658
0,0.108,0.49
0,0.624,0.294
