label,alpha,beta
1,0.706,0.632
1,0.746,0.578
1,0.462,0.434
1,0.73,0.568
0,0.386,0.55
1,0.302,0.566
1,0.464,0.434
0,0.65,0.494
0,0.604,0.372
1,0.246,0.568
1,0.314,0.632
1,0.766,0.438
1,0.382,0.704
1,0.604,0.19
1,0.492,0.538
0,0.4,0.388
0,0.504,0.624
1,0.284,0.532
1,0.502,0.45
0,0.638,0.582
0,0.732,0.246
1,0.358,0.24
1,0.494,0.424
0,0.648,0.394
1,0.488,0.432
0,0.39,0.36
1,0.368,0.708
1,0.72,0.604
0,0.382,0.62
0,0.528,0.644
1,0.41,0.724
1,0.458,0.512
0,0.422,0.358
1,0.768,0.384
0,0.452,0.664
1,0.804,0.328
1,0.682,0.676
1,0.768,0.6
0,0.386,0.34
0,0.53,0.684
1,0.458,0.494
1,0.268,0.444
1,0.308,0.602
0,0.646,0.57
0,0.656,0.334
1,0.47,0.43
0,0.366,0.358
1,0.456,0.526
1,0.382,0.716
1,0.302,0.652
0,0.528,0.43
0,0.41,0.566
0,0.792,0.178
0,0.808,0.168
1,0.454,0.448
0,0.326,0.582
1,0.36,0.7
1,0.266,0.612
0,0.786,0.18
1,0.568,0.502
1,0.796,0.432
1,0.43,0.706
1,0.772,0.478
0,0.674,0.49
1,0.314,0.624
0,0.37,0.394
0,0.784,0.204
1,0.5,0.748
1,0.362,0.692
1,0.778,0.462
0,0.486,0.672
1,0.45,0.462
1,0.626,0.22
1,0.29,0.586
0,0.69,0.482
1,0.738,0.394
0,0.38,0.484
1,0.514,0.742
1,0.498,0.736
1,0.552,0.238
0,0.572,0.35
1,0.602,0.718
1,0.742,0.56
0,0.668,0.554
1,0.616,0.692
1,0.516,0.438
0,0.576,0.408
1,0.3,0.556
1,0.506,0.518
0,0.552,0.638
1,0.342,0.65
1,0.44,0.712
1,0.276,0.556
1,0.702,0.64
0,0.366,0.422
1,0.758,0.372
1,0.55,0.504
1,0.298,0.594
1,0.5,0.752
0,0.504,0.668
1,0.596,0.712
1,0.286,0.624
0,0.562,0.358
0,0.68,0.53
0,0.592,0.366
1,0.75,0.528
0,0.394,0.34
1,0.518,0.446
1,0.354,0.67
0,0.424,0.398
1,0.602,0.72
0,0.74,0.272
1,0.31,0.632
1,0.668,0.686
1,0.39,0.698
1,0.446,0.71
1,0.46,0.5
1,0.508,0.228
1,0.454,0.472
1,0.416,0.714
1,0.402,0.694
1,0.818,0.302
1,0.378,0.664
0,0.756,0.19
1,0.712,0.62
1,0.75,0.526
0,0.586,0.392
1,0.782,0.404
1,0.512,0.542
1,0.528,0.484
1,0.754,0.46
0,0.42,0.336
0,0.33,0.478
1,0.416,0.728
0,0.388,0.586
1,0.572,0.724
0,0.366,0.616
1,0.486,0.722
1,0.746,0.446
1,0.762,0.496
1,0.5,0.744
1,0.548,0.474
1,0.44,0.72
1,0.28,0.626
0,0.532,0.654
1,0.292,0.616
0,0.402,0.34
1,0.404,0.716
0,0.532,0.666
1,0.528,0.248
0,0.748,0.214
0,0.7,0.484
1,0.472,0.462
0,0.738,0.252
0,0.644,0.332
1,0.336,0.666
1,0.79,0.466
1,0.474,0.536
1,0.694,0.6
1,0.484,0.716
0,0.69,0.494
0,0.614,0.358
0,0.646,0.342
0,0.33,0.52
1,0.44,0.528
1,0.538,0.742
1,0.654,0.68
0,0.784,0.194
1,0.548,0.486
0,0.504,0.618
1,0.442,0.5
1,0.312,0.652
1,0.32,0.674
1,0.492,0.446
1,0.268,0.542
1,0.748,0.454
0,0.348,0.506
1,0.446,0.458
1,0.596,0.72
1,0.73,0.572
0,0.534,0.656
1,0.664,0.662
1,0.596,0.732
1,0.29,0.67
0,0.602,0.356
1,0.508,0.482
1,0.754,0.456
1,0.298,0.576
0,0.51,0.682
1,0.768,0.382
0,0.782,0.216
1,0.738,0.576
0,0.358,0.364
1,0.794,0.356
1,0.522,0.528
1,0.462,0.544
1,0.38,0.696
0,0.388,0.366
0,0.418,0.59
0,0.366,0.446
1,0.758,0.526
1,0.764,0.376
0,0.45,0.624
1,0.536,0.766
0,0.698,0.232
1,0.72,0.602
1,0.318,0.682
1,0.274,0.542
1,0.536,0.52
1,0.312,0.686
1,0.364,0.692
0,0.74,0.23
0,0.616,0.616
1,0.738,0.578
1,0.56,0.536
1,0.374,0.27
0,0.36,0.592
1,0.728,0.6
0,0.344,0.462
1,0.354,0.694
1,0.498,0.458
0,0.374,0.566
1,0.46,0.458
1,0.508,0.446
1,0.57,0.512
1,0.262,0.47
1,0.536,0.426
0,0.402,0.544
1,0.458,0.488
1,0.746,0.536
1,0.678,0.658
0,0.722,0.508
0,0.732,0.466
0,0.42,0.668
1,0.26,0.542
1,0.628,0.24
1,0.732,0.572
1,0.754,0.472
0,0.332,0.516
1,0.298,0.6
1,0.81,0.272
0,0.55,0.67
1,0.602,0.206
1,0.446,0.478
0,0.648,0.428
1,0.762,0.54
1,0.768,0.474
1,0.736,0.586
1,0.756,0.522
0,0.558,0.646
1,0.312,0.628
1,0.812,0.328
1,0.282,0.588
0,0.492,0.636
1,0.694,0.608
0,0.33,0.444
1,0.746,0.386
1,0.842,0.246
1,0.36,0.694
0,0.726,0.258
1,0.462,0.536
1,0.806,0.284
1,0.532,0.476
0,0.668,0.556
1,0.586,0.706
0,0.402,0.652
1,0.766,0.444
0,0.558,0.432
0,0.662,0.488
1,0.796,0.46
0,0.338,0.434
1,0.528,0.742
0,0.706,0.278
1,0.516,0.54
1,0.318,0.696
1,0.848,0.238
0,0.658,0.402
1,0.478,0.718
1,0.734,0.472
1,0.74,0.59
1,0.766,0.428
1,0.418,0.72
1,0.512,0.432
1,0.284,0.584
1,0.442,0.742
0,0.726,0.248
0,0.66,0.35
1,0.506,0.482
1,0.778,0.44
0,0.364,0.42
1,0.44,0.462
1,0.456,0.53
1,0.658,0.678
0,0.656,0.584
1,0.256,0.614
1,0.402,0.702
0,0.61,0.404
1,0.764,0.482
0,0.33,0.49
1,0.806,0.328
0,0.344,0.496
1,0.726,0.556
1,0.768,0.4
1,0.446,0.5
1,0.718,0.6
1,0.798,0.332
1,0.522,0.482
1,0.392,0.698
0,0.448,0.392
0,0.774,0.218
1,0.298,0.614
1,0.532,0.744
1,0.684,0.648
0,0.552,0.326
0,0.618,0.416
1,0.5,0.442
1,0.486,0.47
0,0.366,0.548
1,0.742,0.54
1,0.744,0.544
0,0.418,0.326
1,0.356,0.718
1,0.778,0.4
1,0.742,0.568
1,0.508,0.75
1,0.674,0.708
0,0.388,0.592
1,0.354,0.694
1,0.65,0.668
1,0.516,0.444
1,0.32,0.694
0,0.598,0.586
0,0.598,0.624
0,0.43,0.646
1,0.566,0.71
0,0.646,0.584
1,0.736,0.576
1,0.538,0.44
1,0.278,0.584
0,0.76,0.2
0,0.456,0.316
0,0.628,0.388
0,0.406,0.644
0,0.664,0.33
1,0.742,0.592
1,0.504,0.474
1,0.358,0.706
1,0.274,0.556
0,0.38,0.4
0,0.418,0.302
0,0.36,0.616
1,0.464,0.494
1,0.324,0.704
0,0.652,0.458
1,0.512,0.238
1,0.422,0.714
1,0.652,0.71
0,0.516,0.652
0,0.574,0.422
1,0.768,0.398
0,0.35,0.514
1,0.312,0.642
1,0.876,0.194
0,0.318,0.522
1,0.466,0.494
1,0.26,0.552
1,0.282,0.656
0,0.566,0.35
0,0.684,0.438
1,0.312,0.624
1,0.706,0.624
1,0.432,0.73
0,0.422,0.378
1,0.694,0.638
1,0.43,0.704
0,0.624,0.388
0,0.35,0.588
0,0.366,0.578
1,0.47,0.454
1,0.752,0.48
0,0.572,0.33
1,0.454,0.532
0,0.78,0.216
0,0.698,0.262
0,0.486,0.692
1,0.282,0.65
1,0.57,0.21
1,0.678,0.67
1,0.586,0.738
0,0.464,0.646
0,0.402,0.6
1,0.464,0.552
1,0.302,0.642
1,0.33,0.674
1,0.664,0.688
1,0.444,0.538
1,0.774,0.494
1,0.65,0.186
1,0.712,0.588
0,0.382,0.564
1,0.308,0.65
1,0.808,0.328
1,0.762,0.524
1,0.27,0.616
1,0.51,0.236
1,0.414,0.706
1,0.526,0.514
0,0.778,0.194
1,0.802,0.338
0,0.516,0.642
0,0.45,0.674
0,0.624,0.634
1,0.344,0.658
0,0.516,0.644
0,0.454,0.326
1,0.448,0.516
1,0.494,0.492
1,0.282,0.508
0,0.45,0.396
0,0.73,0.5
1,0.464,0.456
0,0.314,0.52
1,0.46,0.532
0,0.35,0.568
0,0.752,0.184
0,0.482,0.364
1,0.5,0.464
0,0.364,0.428
1,0.528,0.478
0,0.45,0.616
1,0.288,0.596
1,0.47,0.718
1,0.316,0.602
0,0.558,0.652
1,0.766,0.372
1,0.264,0.57
0,0.386,0.38
1,0.804,0.368
1,0.266,0.564
1,0.77,0.578
1,0.796,0.47
1,0.612,0.212
1,0.282,0.43
1,0.422,0.738
1,0.282,0.608
1,0.546,0.208
1,0.768,0.38
0,0.56,0.666
0,0.416,0.378
1,0.322,0.644
1,0.72,0.59
1,0.28,0.56
1,0.734,0.584
1,0.726,0.594
1,0.36,0.71
1,0.49,0.564
1,0.774,0.462
0,0.474,0.38
1,0.604,0.694
0,0.468,0.63
0,0.628,0.366
1,0.344,0.69
1,0.36,0.694
1,0.532,0.698
1,0.848,0.22
0,0.75,0.21
1,0.696,0.632
1,0.516,0.438
1,0.28,0.604
0,0.466,0.396
1,0.406,0.714
1,0.346,0.68
1,0.482,0.498
1,0.44,0.56
1,0.298,0.606
1,0.524,0.722
1,0.76,0.516
0,0.396,0.66
0,0.408,0.378
1,0.732,0.564
1,0.738,0.538
0,0.416,0.382
1,0.302,0.664
1,0.678,0.648
1,0.502,0.446
1,0.53,0.44
1,0.528,0.73
1,0.31,0.65
1,0.774,0.58
1,0.472,0.504
0,0.712,0.284
1,0.77,0.392
1,0.374,0.696
1,0.312,0.346
1,0.356,0.712
1,0.506,0.712
1,0.308,0.658
1,0.522,0.72
0,0.352,0.394
1,0.544,0.484
1,0.638,0.678
0,0.732,0.236
1,0.534,0.494
1,0.764,0.504
1,0.772,0.408
1,0.33,0.676
1,0.786,0.552
1,0.276,0.572
0,0.712,0.516
0,0.426,0.584
1,0.512,0.224
1,0.718,0.628
1,0.35,0.694
1,0.52,0.472
1,0.724,0.568
0,0.668,0.53
0,0.338,0.424
1,0.788,0.526
0,0.478,0.694
1,0.782,0.47
1,0.762,0.418
1,0.272,0.48
0,0.406,0.388
1,0.752,0.382
0,0.642,0.606
1,0.718,0.608
1,0.262,0.472
1,0.252,0.464
1,0.732,0.59
0,0.656,0.542
0,0.702,0.508
1,0.536,0.506
1,0.28,0.594
1,0.554,0.73
1,0.566,0.228
1,0.802,0.268
1,0.396,0.726
1,0.314,0.612
1,0.608,0.202
0,0.414,0.598
0,0.77,0.202
0,0.566,0.658
0,0.39,0.602
0,0.608,0.628
0,0.582,0.62
1,0.29,0.644
0,0.702,0.478
1,0.52,0.236
0,0.556,0.64
1,0.312,0.594
1,0.564,0.734
1,0.406,0.25
1,0.778,0.57
0,0.706,0.498
0,0.332,0.398
1,0.454,0.58
1,0.274,0.644
1,0.404,0.704
1,0.662,0.682
0,0.502,0.432
1,0.726,0.626
1,0.476,0.708
0,0.374,0.368
1,0.31,0.644
1,0.748,0.548
1,0.802,0.37
1,0.46,0.512
1,0.802,0.372
1,0.73,0.576
1,0.294,0.56
1,0.474,0.512
0,0.602,0.368
1,0.822,0.286
0,0.672,0.576
1,0.456,0.48
1,0.472,0.524
1,0.418,0.724
0,0.336,0.522
1,0.396,0.69
1,0.812,0.332
0,0.648,0.402
1,0.362,0.74
1,0.788,0.514
1,0.486,0.494
0,0.346,0.39
1,0.462,0.454
1,0.312,0.618
1,0.306,0.592
1,0.446,0.72
1,0.792,0.344
1,0.69,0.622
1,0.462,0.474
1,0.534,0.732
0,0.35,0.496
1,0.306,0.576
1,0.522,0.228
1,0.804,0.388
0,0.592,0.652
0,0.384,0.594
1,0.574,0.232
1,0.296,0.63
1,0.776,0.396
1,0.46,0.476
1,0.292,0.612
1,0.7,0.62
1,0.764,0.422
0,0.396,0.602
1,0.39,0.722
0,0.432,0.59
0,0.35,0.51
1,0.788,0.36
1,0.672,0.672
0,0.554,0.338
0,0.47,0.648
1,0.272,0.488
1,0.32,0.688
1,0.702,0.574
1,0.254,0.57
0,0.354,0.616
1,0.3,0.34
0,0.512,0.648
1,0.77,0.42
1,0.66,0.686
0,0.61,0.382
0,0.342,0.55
1,0.584,0.224
0,0.646,0.58
1,0.698,0.648
0,0.49,0.668
1,0.556,0.528
1,0.304,0.558
1,0.394,0.686
1,0.51,0.724
1,0.54,0.714
1,0.456,0.702
0,0.664,0.606
1,0.288,0.592
0,0.376,0.428
0,0.726,0.44
1,0.28,0.554
1,0.68,0.68
0,0.366,0.402
1,0.402,0.71
0,0.686,0.532
0,0.556,0.644
0,0.402,0.386
0,0.382,0.422
1,0.764,0.51
0,0.582,0.396
1,0.492,0.724
1,0.522,0.23
1,0.77,0.45
0,0.382,0.386
1,0.448,0.452
1,0.708,0.592
1,0.532,0.43
1,0.266,0.472
1,0.626,0.708
0,0.698,0.556
1,0.306,0.594
1,0.544,0.258
1,0.518,0.466
1,0.364,0.318
0,0.388,0.452
1,0.244,0.616
1,0.302,0.644
1,0.284,0.574
1,0.28,0.55
0,0.576,0.404
1,0.728,0.602
0,0.504,0.364
0,0.732,0.234
1,0.494,0.73
1,0.44,0.706
1,0.762,0.59
0,0.376,0.394
1,0.454,0.466
1,0.734,0.504
1,0.384,0.684
0,0.418,0.362
1,0.736,0.62
0,0.348,0.41
1,0.51,0.458
1,0.692,0.628
1,0.336,0.668
1,0.286,0.532
0,0.78,0.202
1,0.406,0.242
1,0.658,0.662
1,0.358,0.712
1,0.512,0.244
0,0.418,0.646
0,0.63,0.42
0,0.432,0.396
1,0.516,0.75
0,0.544,0.356
1,0.542,0.714
1,0.474,0.722
1,0.492,0.458
1,0.498,0.238
1,0.312,0.656
1,0.428,0.712
1,0.536,0.44
1,0.518,0.728
1,0.352,0.68
0,0.472,0.388
1,0.748,0.36
1,0.306,0.634
1,0.782,0.524
0,0.352,0.462
0,0.628,0.644
1,0.308,0.65
1,0.318,0.67
1,0.296,0.614
1,0.77,0.508
0,0.368,0.442
1,0.266,0.546
1,0.344,0.71
1,0.774,0.41
1,0.428,0.714
1,0.4,0.72
0,0.666,0.572
1,0.764,0.574
1,0.756,0.542
1,0.494,0.552
0,0.432,0.634
1,0.77,0.402
1,0.5,0.46
1,0.514,0.706
1,0.65,0.702
0,0.626,0.37
0,0.432,0.63
0,0.378,0.436
1,0.452,0.528
1,0.362,0.708
0,0.354,0.568
1,0.372,0.678
0,0.616,0.388
0,0.618,0.392
1,0.532,0.752
1,0.804,0.306
1,0.324,0.662
1,0.408,0.714
0,0.352,0.456
1,0.55,0.238
0,0.4,0.574
0,0.638,0.402
1,0.448,0.468
1,0.272,0.576
1,0.486,0.25
1,0.45,0.528
0,0.688,0.312
1,0.322,0.62
1,0.304,0.632
0,0.454,0.324
1,0.49,0.542
0,0.526,0.642
1,0.342,0.34
1,0.55,0.518
1,0.456,0.704
0,0.45,0.378
1,0.478,0.52
1,0.458,0.46
1,0.418,0.732
0,0.572,0.628
1,0.734,0.638
0,0.522,0.656
1,0.644,0.222
0,0.688,0.57
0,0.662,0.344
1,0.442,0.502
1,0.738,0.578
0,0.452,0.378
0,0.708,0.292
0,0.638,0.372
1,0.372,0.698
0,0.63,0.358
1,0.546,0.514
1,0.774,0.404
1,0.744,0.588
1,0.506,0.434
0,0.334,0.524
0,0.36,0.424
1,0.774,0.358
1,0.48,0.698
1,0.534,0.496
0,0.43,0.634
0,0.616,0.372
1,0.382,0.72
0,0.404,0.418
0,0.392,0.344
1,0.698,0.662
1,0.5,0.458
1,0.472,0.468
1,0.56,0.234
1,0.622,0.218
1,0.772,0.414
0,0.668,0.49
1,0.458,0.522
0,0.322,0.584
1,0.418,0.71
1,0.498,0.456
1,0.29,0.614
1,0.368,0.72
1,0.78,0.356
1,0.482,0.438
1,0.514,0.55
0,0.45,0.632
1,0.3,0.534
0,0.514,0.662
0,0.422,0.36
1,0.258,0.518
1,0.472,0.746
0,0.586,0.38
1,0.774,0.364
0,0.696,0.29
1,0.44,0.524
1,0.468,0.736
1,0.44,0.744
0,0.486,0.672
0,0.776,0.22
1,0.382,0.698
0,0.462,0.614
1,0.282,0.47
1,0.502,0.442
1,0.758,0.524
1,0.282,0.59
0,0.372,0.368
0,0.594,0.646
1,0.436,0.504
1,0.776,0.368
1,0.53,0.514
0,0.682,0.294
1,0.474,0.502
1,0.324,0.618
0,0.394,0.41
0,0.698,0.236
1,0.402,0.698
1,0.414,0.736
0,0.402,0.392
1,0.506,0.476
0,0.73,0.242
1,0.258,0.578
1,0.548,0.54
1,0.764,0.43
1,0.776,0.498
0,0.406,0.328
0,0.4,0.408
1,0.452,0.476
1,0.55,0.452
1,0.594,0.24
1,0.746,0.538
1,0.734,0.564
1,0.472,0.536
1,0.734,0.564
1,0.712,0.588
1,0.784,0.37
1,0.82,0.316
1,0.328,0.692
1,0.466,0.428
1,0.308,0.652
1,0.724,0.608
1,0.492,0.732
1,0.28,0.616
0,0.65,0.318
1,0.752,0.426
0,0.722,0.256
1,0.394,0.262
1,0.556,0.7
0,0.46,0.382
1,0.56,0.422
1,0.426,0.7
1,0.666,0.674
1,0.77,0.476
1,0.506,0.544
1,0.38,0.732
0,0.382,0.404
1,0.51,0.524
1,0.372,0.68
1,0.784,0.404
1,0.546,0.5
1,0.67,0.656
0,0.656,0.338
1,0.466,0.508
1,0.548,0.234
0,0.37,0.558
1,0.888,0.24
1,0.766,0.406
1,0.594,0.23
1,0.488,0.46
1,0.484,0.544
0,0.69,0.59
0,0.514,0.668
0,0.692,0.56
0,0.676,0.292
0,0.704,0.486
0,0.38,0.492
1,0.506,0.534
0,0.65,0.562
1,0.5,0.432
1,0.734,0.582
0,0.706,0.266
0,0.64,0.362
0,0.348,0.41
0,0.414,0.39
1,0.424,0.274
1,0.276,0.498
1,0.796,0.304
0,0.676,0.502
1,0.53,0.24
0,0.59,0.342
0,0.716,0.24
1,0.516,0.444
1,0.706,0.632
1,0.776,0.392
0,0.514,0.688
1,0.774,0.386
0,0.766,0.222
0,0.548,0.342
0,0.38,0.578
1,0.51,0.444
1,0.422,0.72
1,0.496,0.722
1,0.748,0.582
0,0.602,0.65
1,0.494,0.502
1,0.682,0.706
1,0.452,0.55
0,0.75,0.258
0,0.36,0.554
0,0.346,0.47
1,0.774,0.478
1,0.8,0.402
0,0.716,0.248
1,0.558,0.728
1,0.502,0.48
0,0.724,0.512
0,0.812,0.17
1,0.254,0.452
