label,alpha,beta
1,0.974,0.612
0,0.256,0.11
0,0.262,0.532
0,0.052,0.82
1,0.486,0.62
0,0.234,0.272
1,0.402,0.596
1,0.69,0.878
1,0.594,0.676
0,0.254,0.154
1,0.63,0.412
0,0.352,0.5
0,0.13,0.684
1,0.96,0.712
0,0.56,0.094
1,0.974,0.356
0,0.19,0.514
1,0.754,0.79
1,0.564,0.292
1,0.834,0.854
1,0.478,0.892
1,0.538,0.592
0,0.282,0.186
1,0.868,0.596
1,0.392,0.87
1,0.394,0.89
0,0.25,0.666
0,0.246,0.09
0,0.386,0.556
0,0.09,0.93
0,0.452,0.3
0,0.09,0.984
1,0.838,0.758
1,0.928,0.784
1,0.518,0.904
1,0.91,0.648
1,0.896,0.73
1,0.568,0.502
0,0.212,0.36
0,0.422,0.182
1,0.462,0.988
0,0.496,0.172
0,0.094,0.922
1,0.584,0.538
0,0.154,0.49
0,0.34,0.354
1,0.5,0.544
1,0.404,0.872
1,0.65,0.584
1,0.786,0.342
0,0.598,0.084
1,0.936,0.798
0,0.326,0.44
1,0.456,0.986
1,0.568,0.89
1,0.982,0.366
1,0.896,0.836
1,0.48,0.606
1,0.558,0.464
1,0.434,0.502
1,0.9,0.82
0,0.848,0.088
0,0.126,0.112
0,0.032,0.876
1,0.534,0.586
1,0.31,0.794
0,0.342,0.062
0,0.08,0.42
1,0.404,0.912
1,0.758,0.438
1,0.61,0.384
1,0.542,0.45
1,0.862,0.792
1,0.558,0.466
1,0.576,0.404
0,0.258,0.084
0,0.374,0.042
0,0.54,0.268
1,0.358,0.842
0,0.536,0.13
0,0.522,0.242
1,0.902,0.538
1,0.746,0.2
1,0.644,0.956
0,0.368,0.464
0,0.02,0.888
1,0.798,0.832
0,0.012,0.94
0,0.054,0.376
0,0.718,0
1,0.372,0.68
0,0.128,0.27
1,0.554,0.602
1,0.466,0.674
0,0.122,0.096
0,0.632,0.12
1,0.312,0.752
1,0.344,0.9
0,0.334,0.13
1,0.47,0.588
1,0.522,0.61
1,0.66,0.438
1,0.658,0.266
1,0.218,0.806
0,0.396,0.128
0,0.25,0.198
1,0.35,0.604
1,0.91,0.63
0,0.624,0.062
1,0.4,0.642
1,0.378,0.72
1,0.758,0.824
1,0.728,0.498
1,0.486,0.572
1,0.5,0.93
1,0.764,0.84
1,0.932,0.666
1,0.734,0.476
1,0.484,0.952
1,0.322,0.994
1,0.784,0.816
1,0.582,0.436
0,0.208,0.262
1,0.812,0.808
1,0.462,0.862
0,0.104,0.314
1,0.682,0.928
0,0.59,0.128
1,0.894,0.826
1,0.518,0.912
1,0.72,0.776
1,0.306,0.784
1,0.976,0.76
0,0.52,0.24
0,0,0.334
1,0.768,0.566
1,0.312,0.676
1,0.616,0.818
1,0.408,0.536
1,0.498,0.548
1,0.654,0.806
1,0.948,0.754
1,0.606,0.584
1,0.864,0.378
1,0.7,0.392
1,0.83,0.45
0,0.136,0.332
0,0.05,0.576
1,0.924,0.81
1,0.678,0.902
1,0.424,0.872
0,0.392,0.478
1,0.704,0.452
1,0.342,0.994
0,0.244,0.584
1,0.56,0.538
0,0.108,0.546
0,0.052,0.644
0,0.076,0.674
1,0.478,0.578
1,0.926,0.826
1,0.788,0.282
1,0.52,0.37
1,0.994,0.41
1,0.506,0.808
1,0.802,0.952
0,0.64,0.12
1,0.682,0.792
1,0.906,0.83
1,0.362,0.966
0,0.968,0.078
1,0.688,0.538
1,0.384,0.922
0,0.354,0.374
1,0.776,0.83
1,0.492,0.472
1,0.362,0.878
0,0.082,0.432
1,0.438,0.858
0,0.202,0.56
1,0.85,0.518
1,0.474,0.614
0,0.246,0.176
1,0.468,0.882
0,0.074,0.096
0,0.196,0.202
0,0.452,0.312
0,0.598,0.246
1,0.278,0.828
1,0.64,0.736
0,0.378,0.464
1,0.836,0.638
1,0.654,0.802
1,0.476,0.67
1,0.586,0.452
1,0.744,0.478
0,0.122,0.826
0,0.022,0.914
0,0.5,0.302
0,0.02,0.048
1,0.678,0.32
1,0.296,0.832
0,0.41,0.384
0,0.484,0.266
1,0.926,0.348
0,0.336,0.01
1,0.964,0.778
1,0.536,0.496
1,0.898,0.426
0,0.52,0.278
0,0.886,0.004
0,0.264,0.428
0,0.036,0.302
1,0.706,0.478
1,0.698,0.944
1,0.382,0.902
1,0.448,0.598
0,0.34,0.024
0,0.236,0.236
1,0.588,0.858
1,0.258,0.862
1,0.556,0.424
0,0.34,0.216
0,0.358,0.13
1,0.71,0.884
1,0.81,0.546
1,0.842,0.884
0,0.638,0.08
0,0.204,0.426
1,0.446,0.64
0,0.152,0.518
1,0.57,0.43
1,0.322,0.792
1,0.842,0.636
0,0.328,0.288
1,0.258,0.744
0,0.252,0.636
0,0.102,0.652
0,0.278,0.092
1,0.742,0.526
1,0.648,0.928
1,0.46,0.728
1,0.952,0.9
1,0.59,0.806
0,0.072,0.594
0,0.224,0.612
1,0.14,0.948
1,0.626,0.474
0,0.326,0.192
1,0.702,0.796
1,0.686,0.9
0,0.46,0.272
0,0.392,0.238
0,0.044,0.444
1,0.416,0.832
1,0.922,0.662
1,0.702,0.456
1,0.364,0.934
1,0.646,0.972
1,0.466,0.454
1,0.548,0.554
1,0.502,0.844
0,0.05,0.836
1,0.69,0.226
1,0.332,0.722
0,0.512,0.208
1,0.808,0.402
0,0.47,0.222
1,0.854,0.482
1,0.662,0.91
1,0.966,0.342
1,0.696,0.92
1,0.224,0.732
1,0.908,0.452
1,0.304,0.948
0,0.148,0.644
1,0.496,0.464
0,0.304,0.334
1,0.476,0.584
1,0.678,0.484
1,0.596,0.458
0,0.406,0.394
0,0.018,0
1,0.222,0.754
0,0.186,0.406
1,0.492,0.752
1,0.882,0.8
1,0.984,0.636
1,0.77,0.796
1,0.46,0.628
1,0.544,0.484
1,0.7,0.768
1,0.18,0.732
0,0.054,0.44
1,0.78,0.73
1,0.56,0.528
1,0.84,0.646
1,0.462,0.672
0,0.428,0.196
0,0.6,0.15
1,0.474,0.592
1,0.882,0.454
0,0.124,0.07
1,0.766,0.696
1,0.416,0.934
0,0.35,0.522
1,0.634,0.41
0,0.258,0.532
1,0.656,0.564
0,0.382,0.42
1,0.668,0.386
1,0.044,0.94
1,0.966,0.948
0,0.27,0.152
1,0.606,0.55
1,0.902,0.828
1,0.664,0.864
0,0.498,0.126
1,0.518,0.488
1,0.724,0.802
1,0.948,0.83
1,0.408,0.922
0,0.178,0.452
0,0.248,0.214
1,0.534,0.566
1,0.452,0.862
0,0.19,0.248
1,0.486,0.584
1,0.77,0.264
0,0.416,0.068
1,0.372,0.608
1,0.682,0.754
1,0.534,0.924
1,0.802,0.822
1,0.404,0.986
1,0.486,0.764
0,0.208,0.702
1,0.764,0.814
1,0.66,0.912
0,0.268,0.278
1,0.576,0.878
1,0.614,0.758
1,0.504,0.62
1,0.92,0.81
0,0.228,0.582
1,0.702,0.902
0,0.272,0.612
0,0.514,0.118
1,0.542,0.848
0,0.502,0.21
0,0.288,0.396
1,0.51,0.556
0,0.106,0.386
1,0.482,0.846
0,0.344,0.288
0,0.424,0.094
0,0.214,0.6
0,0.398,0.012
1,0.798,0.856
1,0.632,0.554
0,0.356,0.594
0,0.596,0.21
1,0.786,0.462
1,0.622,0.396
0,0.558,0.288
0,0.104,0.798
1,0.902,0.802
1,0.576,0.458
0,0.524,0.286
1,0.692,0.81
0,0.32,0.382
1,0.764,0.848
1,0.158,0.94
1,0.458,0.634
1,0.728,0.888
0,0.404,0.28
1,0.416,0.672
1,0.694,0.862
1,0.494,0.532
0,0.012,0.368
0,0.72,0.052
0,0.506,0.39
1,0.512,0.49
1,0.862,0.796
1,0.17,0.932
1,0.494,0.554
0,0.394,0.38
0,0.088,0.512
1,0.766,0.814
0,0.132,0.034
1,0.578,0.604
1,0.4,0.936
1,0.572,0.946
1,0.77,0.88
0,0.07,0.436
1,0.624,0.47
0,0.196,0.662
1,0.9,0.898
1,0.646,0.516
0,0.546,0.188
0,0.442,0.318
1,0.616,0.872
0,0.274,0.486
0,0.098,0.24
1,0.388,0.402
1,0.404,0.638
1,0.71,0.31
0,0.306,0.446
1,0.732,0.302
0,0,0.902
0,0.106,0.4
1,0.7,0.42
1,0.626,0.382
1,0.736,0.276
0,0.738,0.148
1,0.634,0.774
0,0.276,0.188
0,0.528,0.116
0,0.356,0.02
1,0.644,0.488
0,0.382,0.044
1,0.568,0.948
0,0.16,0.098
1,0.93,0.496
1,0.448,0.84
0,0.588,0.258
0,0.206,0.352
1,0.45,0.658
1,0.398,0.676
0,0.156,0.096
0,0.316,0.614
1,0.12,0.978
1,0.824,0.938
1,0.666,0.688
1,0.772,0.882
0,0.356,0.246
0,0.022,0.352
1,0.154,0.878
1,0.754,0.806
0,0.272,0.22
1,0.314,0.784
1,0.44,0.622
1,0.606,0.484
1,0.34,0.836
1,0.502,0.618
1,0.562,0.414
0,0.424,0.338
1,0.524,0.984
0,0.03,0.854
0,0.338,0.392
1,0.526,0.534
1,0.92,0.488
0,0.484,0.126
0,0.086,0.262
1,0.49,0.568
0,0.114,0.628
0,0.196,0.332
1,0.376,0.76
1,0.524,0.692
1,0.716,0.366
0,0.444,0.42
0,0.052,0.8
1,0.308,0.794
1,0.704,0.302
1,0.336,0.918
1,0.504,0.83
1,0.142,0.99
0,0.366,0.516
1,0.266,0.788
1,0.844,0.96
1,0.602,0.34
1,0.768,0.88
0,0.83,0
1,0.79,0.862
1,0.478,0.572
1,0.442,0.676
1,0.244,0.938
1,0.8,0.742
1,0.934,0.464
1,0.496,0.644
0,0.026,0.846
0,0.272,0.708
1,0.468,0.874
0,0.752,0.106
1,0.744,0.464
1,0.542,0.58
1,0.246,0.914
0,0.328,0.008
0,0.344,0.022
1,0.506,0.54
0,0.312,0.388
1,0.67,0.798
1,0.692,0.788
0,0.308,0.462
1,0.528,0.532
1,0.448,0.692
1,0.768,0.89
0,0.89,0.106
1,0.69,0.506
1,0.766,0.926
0,0.124,0.114
0,0.834,0.024
1,0.492,0.538
0,0.07,0.248
0,0.32,0.466
1,0.452,0.562
1,0.71,0.53
0,0.762,0.06
0,0.332,0.132
1,0.558,0.584
0,0.294,0.434
0,0.046,0.646
1,0.778,0.738
1,0.534,0.534
0,0.09,0.43
0,0.912,0.1
1,0.232,0.816
1,0.918,0.776
1,0.538,0.564
1,0.976,0.912
0,0.188,0.382
1,0.912,0.802
0,0.798,0.002
1,0.514,0.946
1,0.346,0.994
1,0.402,0.854
1,0.454,0.624
1,0.51,0.744
1,0.378,0.676
1,0.76,0.916
0,0.012,0.888
0,0.396,0.394
1,0.208,0.78
0,0.542,0.102
1,0.404,0.944
1,0.744,0.852
0,0.684,0.218
1,0.552,0.562
1,0.434,0.644
0,0.372,0.056
0,0.1,0.716
1,0.416,0.958
0,0.076,0.094
1,0.848,0.836
1,0.698,0.388
1,0.802,0.862
1,0.404,0.678
0,0.274,0.176
1,0.754,0.878
0,0.062,0.824
1,0.4,0.816
0,0.054,0.328
1,0.494,0.906
1,0.424,0.598
0,0.086,0.47
0,0.496,0.078
1,0.486,0.69
0,0.112,0.774
0,0.028,0.52
1,0.52,0.532
1,0.376,0.636
1,0.262,0.828
1,0.546,0.494
1,0.262,0.828
1,0.496,0.896
1,0.682,0.94
0,0.398,0.392
0,0.162,0.252
0,0.036,0.908
1,0.852,0.91
1,0.406,0.75
0,0.356,0.494
1,0.584,0.616
1,0.866,0.504
1,0.95,0.254
0,0.268,0.61
1,0.902,0.938
1,0.34,0.59
0,0.606,0.216
1,0.408,0.426
1,0.92,0.768
0,0.324,0.56
1,0.422,0.712
0,0.888,0.044
0,0.296,0.166
0,0.35,0.566
0,0.388,0.152
0,0.056,0.054
0,0.166,0.25
0,0.378,0.19
1,0.37,0.826
1,0.236,0.808
0,0.126,0.612
0,0.202,0.648
0,0.186,0.196
1,0.612,0.538
0,0.13,0.352
0,0.042,0.496
0,0.226,0.538
1,0.794,0.738
1,0.858,0.758
1,0.506,0.836
1,0.99,0.378
0,0.17,0.058
1,0.67,0.356
1,0.898,0.33
1,0.918,0.394
0,0.31,0.54
1,0.916,0.128
1,0.98,0.788
1,0.358,0.634
1,0.402,0.916
1,0.816,0.214
0,0.282,0.446
1,0.894,0.558
0,0.692,0.036
1,0.498,0.914
1,0.746,0.45
1,0.314,0.954
1,0.584,0.722
1,0.432,0.67
1,0.498,0.524
1,0.96,0.698
0,0.334,0.038
1,0.662,0.732
0,0.322,0.202
0,0.244,0.644
1,0.17,0.932
1,0.718,0.774
1,0.766,0.666
0,0.084,0.124
0,0.248,0.372
1,0.792,0.226
1,0.816,0.564
1,0.802,0.658
1,0.438,0.972
1,0.972,0.214
0,0.316,0.022
0,0.33,0.474
1,0.69,0.412
1,0.382,0.888
1,0.192,0.87
1,0.478,0.514
0,0.216,0.662
0,0.57,0.19
1,0.722,0.286
1,0.928,0.908
1,0.678,0.71
1,0.602,0.35
1,0.702,0.724
1,0.956,0.628
1,0.792,0.71
0,0.4,0.076
1,0.912,0.204
1,0.85,0.454
1,0.484,0.774
1,0.658,0.854
1,0.908,0.928
0,0.298,0.17
0,0.044,0.454
0,0.882,0.02
0,0.21,0.478
0,0.336,0.404
1,0.76,0.714
0,0.352,0.348
1,0.846,0.158
0,0.262,0.184
1,0.502,0.684
0,0.322,0.142
1,0.814,0.402
1,0.726,0.858
1,0.894,0.666
1,0.914,0.46
1,0.592,0.496
0,0.904,0.008
0,0.784,0.03
0,0.278,0.476
1,0.492,0.828
1,0.46,0.94
1,0.784,0.878
1,0.674,0.828
1,0.464,0.644
0,0.73,0.014
0,0.204,0.248
1,0.64,0.924
1,0.794,0.586
1,0.384,0.942
1,0.606,0.932
1,0.436,0.746
1,0.94,0.752
1,0.942,0.718
1,0.884,0.232
1,0.7,0.652
0,0.092,0.454
1,0.776,0.758
1,0.862,0.654
1,0.868,0.198
1,0.712,0.764
1,0.624,0.694
1,0.636,0.514
1,0.842,0.286
0,0.112,0.998
1,0.704,0.762
0,0.418,0.464
0,0.124,0.202
0,0.17,0.21
0,0.324,0.442
1,0.524,0.776
1,0.81,0.272
0,0.182,0.636
0,0.08,0.496
0,0.38,0.082
1,0.908,0.504
1,0.756,0.314
1,0.39,0.652
1,0.534,0.704
1,0.946,0.442
1,0.5,0.93
1,0.498,0.746
1,0.748,0.402
1,0.874,0.482
0,0.092,0.774
1,0.642,0.616
1,0.61,0.664
0,0.356,0.328
1,0.616,0.82
1,0.618,0.716
0,0.034,0.222
1,0.876,0.194
1,0.818,0.626
1,0.536,0.738
0,0.258,0.63
1,0.298,0.956
1,0.382,0.77
1,0.936,0.622
1,0.978,0.28
1,0.638,0.57
1,0.738,0.29
1,0.978,0.272
1,0.472,0.986
0,0.42,0.002
1,0.468,0.558
1,0.388,0.56
1,0.688,0.258
1,0.712,0.44
0,0.162,0.65
1,0.982,0.146
1,0.67,0.386
1,0.188,0.984
1,0.72,0.79
1,0.678,0.706
1,0.764,0.404
0,0.58,0.164
1,0.91,0.67
1,0.904,0.304
0,0.136,0.974
0,0.37,0.394
1,0.84,0.362
0,0.518,0.242
0,0.312,0.384
0,0.39,0.444
1,0.38,0.756
1,0.312,0.976
0,0.64,0.28
1,0.228,0.774
1,0.94,0.938
1,0.372,0.956
0,0.344,0.342
0,0.2,0.67
1,0.756,0.876
1,0.842,0.398
0,0.03,0.924
1,0.866,0.332
